Comunidad Autónoma,Provincia,REGISTRO,Municipio,Título,Tipo,Templo y dependencias complementarias,Titular,Título distinto de certificación eclesiástica
La Rioja,La Rioja,Igea,Igea,Ermita Virgen del Pilar,Ermita,True,Parroquia de Nuestra Señora de la Asunción,False
La Rioja,La Rioja,Igea,Igea,Casa,Casa,False,Parroquia de Nuestra Señora de la Asunción,False
La Rioja,La Rioja,Muro de Aguas,Muro de Aguas,Rústica,Rústica,False,Parroquia de la Asunción de Nuestra Señora,False
La Rioja,La Rioja,Muro de Aguas,Muro de Aguas,Rústica,Rústica,False,Parroquia de la Asunción de Nuestra Señora,False
La Rioja,La Rioja,Muro de Aguas,Muro de Aguas,Ermita del Santo Cristo de Ambas Aguas,Ermita,True,Parroquia de la Asunción de Nuestra Señora,False
La Rioja,La Rioja,Muro de Aguas,Muro de Aguas,Edificación,Rústica,False,Parroquia de la Asunción de Nuestra Señora,False
La Rioja,La Rioja,Muro de Aguas,Muro de Aguas,Ermita del Cristo,Ermita,True,Parroquia de la Asunción de Nuestra Señora,False
La Rioja,La Rioja,Muro de Aguas,Navajun,Ermita de Santa Alisea,Trastero,False,Parroquia de Navajún,False
La Rioja,La Rioja,Muro de Aguas,Valdemadera,Ermita de San Pelayo,Ermita,True,Parroquia de Valdemadera,False
La Rioja,La Rioja,Muro de Aguas,Valdemadera,Rústica,Rústica,False,Parroquia de la Inmaculada Concepción,False
La Rioja,La Rioja,Arnedo,Arnedo,Templo parroquial de San Cosme y San Damián,Templo,True,Diócesis de Calahorra,False
La Rioja,La Rioja,Arnedo,Bergasa,Templo parroquial en Carbonera,Templo,True,Diócesis de Calahorra,False
La Rioja,La Rioja,Arnedo,Bergasillas Bajera,"Solar en c/ Cierzo B Somera, 10",Solar,False,Diócesis de Calahorra,False
La Rioja,La Rioja,Arnedo,Corera,Ermita de Santa Bárbara de Corera,Ermita,True,Diócesis de Calahorra,False
La Rioja,La Rioja,Arnedo,Enciso,"Casa en ruinas en Enciso, diseminados 68",Casa en ruinas,False,Diócesis de Calahorra,False
La Rioja,La Rioja,Arnedo,Galilea,Templo parroquial de Galilea,Templo,True,Diócesis de Calahorra,False
La Rioja,La Rioja,Herce,Herce,Templo parroquial de Herce,Templo,True,Diócesis de Calahorra,False
La Rioja,La Rioja,Herce,Herce,RÚSTICA: En término de Herce al sitio de Majuelo,Rústica,False,Obispado de Calahorra,False
La Rioja,La Rioja,Herce,Herce,"Casa parroquial  en Plaza Iglesia, 3 de Herce",Casa parroquial,True,Obispado de Calahorra,False
La Rioja,La Rioja,Herce,Munilla,Ermita de la Virgen de la Soledad de Munilla,Ermita,True,Diócesis de Calahorra,False
La Rioja,La Rioja,Herce,Munilla,"Ermita en Diseminado, 213 del término de La Santa",Ermita,True,Diócesis de Calahorra,False
La Rioja,La Rioja,Ocon,Ocon,Templo parroquial en la Villa de Ocón,Templo,True,Diócesis de Calahorra,False
La Rioja,La Rioja,Ocon,Ocon,"Solar en Oteruelos, término de Los Molinos de Ocón",Solar,False,Diócesis de Calahorra,False
La Rioja,La Rioja,Ocon,Ocon,"RUSTICA en Santa Lucia de Ocón, término de Ocón, en Paraje ""Canalón""",Rústica,False,Diócesis de Calahorra,False
La Rioja,La Rioja,Ocon,Ocon,"RUSTICA en Santa Lucia de Ocón, término de Ocón, en paraje denominado ""Pacheco""",Rústica,False,Diócesis de Calahorra,False
La Rioja,La Rioja,Ocon,Ocon,"Huerto parroquial en Los Molinos de Ocón al sitio Diseminaado de Ocón POLIG. 10 PARCELA 246 en Paraje ""Camino Fuente Grande""",Huerto,False,Diócesis de Calahorra,False
La Rioja,La Rioja,Ocon,Ocon,"Huerto parroquial en Los Molinos de Ocón al sitio Diseminado de Ocón POLIGONO 10 PARCELA 246 en paraje ""Camino Fuente Grande""",Vivienda,False,Diócesis de Calahorra,False
La Rioja,La Rioja,Ocon,Prejano,"Iglesia de San Miguel  en C/ Santo Cristo de la Canal, 25",Iglesia,True,Obispado de Calahorra,False
La Rioja,La Rioja,Ocon,El Redal,Templo parroquial de El Redal,Templo,True,Diócesis de Calahorra,False
La Rioja,La Rioja,Ocon,de Robres de Castillo,Templo parroquial de Robles del Castillo,Templo,True,Diócesis de Calahorra,False
La Rioja,La Rioja,Ocon,El Villar de Arnedo,Ermita del Santo Cristo de El Villar de Arnedo,Ermita,True,Diócesis de Calahorra,False
La Rioja,La Rioja,Ocon,Villarroya,Templo parroquial de Villarroya,Templo,True,Diócesis de Calahorra,False
La Rioja,La Rioja,Calahorra,Ausejo,"Solar en Carretera Logroño, 48",Solar,False,Parroquia de Santa María de Ausejo,False
La Rioja,La Rioja,Calahorra,Autol,Ermita al sitio Diseminado 11,Ermita,True,Ermita de Nuestra Señora de Nieva de la Parroquia de Autol,False
La Rioja,La Rioja,Calahorra,Autol,Almacén sito en Diseminado Autol 33-F,Almacén,False,Parroquia de Autol,False
La Rioja,La Rioja,Calahorra,Autol,Cementerio,Cementerio,True,Parroquia de Autol,False
La Rioja,La Rioja,Calahorra,Calahorra,"Solar sito en Plaza del Cardenal Cascajare, 4",Solar,False,Diócesis de Calahorra,False
La Rioja,La Rioja,Calahorra,Calahorra,"Solar en C/ Arrabal, 6",Solar,False,Diócesis de Calahorra,False
La Rioja,La Rioja,Calahorra,Calahorra,"Templo en C/ San Francisco, 2",Templo,True,Parroquia de San Francisco de Calahorra,False
La Rioja,La Rioja,Calahorra,Calahorra,"Vivienda  en Planillo de San Andrés, 2",Vivienda,False,Parroquia de San Andrés Apóstol,False
La Rioja,La Rioja,Calahorra,Calahorra,"Templo en C/ San Andrés, 57",Templo,True,Parroquia de San Andrés Apóstol,False
La Rioja,La Rioja,Haro,Abalos,Ermita en Paraje de San Roque,Ermita,True,Parroquia de San Esteban Protomartir de Abalos,False
La Rioja,La Rioja,Haro,Anguciana,Ermita en Paraje Crucero,Ermita,True,Parroquia de San Martín de Anguciana,False
La Rioja,La Rioja,Haro,Briones,"Parroquia de Asuncion de Nuestra Señora de Briones, en Paraje Capillas",Rústica,True,Parroquia de Asunción de Nuestra Señora de Briones,False
La Rioja,La Rioja,Haro,Briones,Terreno en Paraje Rincon,Rústica,False,Parroquia de Asunción de Nuestra Señora de Briones,False
La Rioja,La Rioja,Haro,Briones,Rustica en Paraje Rincon,Rústica,False,Parroquia de Asunción de Nuestra Señora de Briones,False
La Rioja,La Rioja,Haro,Briones,"Vivienda piso con anejos en C/ Mayor, 10, planta 1",Local,False,Parroquia de Asunción de Nuestra Señora de Briones,True
La Rioja,La Rioja,Haro,Brinas,Parroquia de Briñas,Solar,True,Parroquia de Briñas,False
La Rioja,La Rioja,Haro,Casalarreina,Casa parroquial de la Parroquia de Casalarreina,Solar,True,Parroquia de Casalarreina,False
La Rioja,La Rioja,Haro,Cuzcurrita,Rustica: Paraje Tironcillo Finca nº 50 de la concentracion parcelaria de Cuzcurrita,Rústica,False,Obispado de Calahorra,True
La Rioja,La Rioja,Haro,Cuzcurrita,Rustica: Paraje Tironcillo,Rústica,False,Parroquia de San Miguel Arcángel de Cuzcurrita del Río Tirón,False
La Rioja,La Rioja,Haro,Fonzaleche,"Parroquia de Fonzaleche en C/ Dr. Fleming, nº 12",Solar,True,Parroquia de Fonzaleche,False
La Rioja,La Rioja,Haro,Galbarruli,"Parroquia de Castilseco-Galbarruli en C/ Iglesia, nº 6",Solar,True,Parroquia de Castilseco-Galbarruli,False
La Rioja,La Rioja,Haro,Galbarruli,"Parroquia de Galbarruli en C/ Iglesia, 24",Solar,True,Parroquia de Galbarruli,False
La Rioja,La Rioja,Haro,Gimileo,"Parroquia de Gimileo en C/ Mayor, nº 25",Solar,True,Parroquia de Gimileo,False
La Rioja,La Rioja,Haro,Haro,"Templo parroquial de Santo Tomas en Plaza Iglesia, 5",Solar,True,Templo parroquial de Santo Tomás de Haro,False
La Rioja,La Rioja,Haro,Ochanduri,"Parroquia de Ochanduri en C/ Iglesia, 39",Solar,True,Parroquia de Ochanduri,False
La Rioja,La Rioja,Haro,Ochanduri,"Casa Parroquial en C/ Iglesia, 3",Solar,True,Parroquia de Ochanduri,False
La Rioja,La Rioja,Haro,Ochanduri,"Parroquia de Ochanduri en C/ Iglesia, 37",Solar,True,Parroquia de Ochanduri,False
La Rioja,La Rioja,Haro,Ollauri,"Edificio que consta de 2 plantas. Planta 1ª está el Hogar de la 3ª edad y planta 2ª Salones Parroquiales y despacho parroquial. Parroquia de Ollauri en C/ Marques de Teran, 8",Salón parroquial,True,Parroquia de Ollauri,False
La Rioja,La Rioja,Haro,Ollauri,"Casa parroquial. Parroquia de Ollauri en C/ Real, 5",Casa parroquial,True,Parroquia de Ollauri,False
La Rioja,La Rioja,Haro,Sajazarra,"Paraje Tras de Cillas,  superficie de terreno Finca nº  1 de concentracion de Sajazarra",Rústica,False,Obispado de Calahorra,True
La Rioja,La Rioja,Haro,Sajazarra,finca rústica en la que se halla la Ermita de Ntra. Sra. de Cilla . Parroquia de Asunción de Nuestra Señora de Sajazarra.,Rústica,True,Parroquia de Asunción de Nuestra Señora de Sajazarra,False
La Rioja,La Rioja,Haro,Sajazarra,"Paraje Terreros,  superficie de terreno polig. 509, parcela 5274",Rústica,False,Parroquia de Asunción de Nuestra Señora de Sajazarra,False
La Rioja,La Rioja,Haro,San Asensio,"Templo parroquial en C/ Fernando Torres, 1",Solar,True,Templo parroquial de la Ascensión del Señor de la Parroquia de San Asensio,False
La Rioja,La Rioja,Haro,San Vicente de la Sonsierra,Iglesia parroquial  en San Vicente de la Sonsierra,Iglesia parroquial,True,Parroquia de la Inamculada Concepción de Rivas de Tereso,False
La Rioja,La Rioja,Haro,San Vicente de la Sonsierra,Parroquia Inmaculada Concepcion de Rivas de Tereso,Solar,True,Parroquia de la Inamculada Concepción de Rivas de Tereso,False
La Rioja,La Rioja,Haro,Treviana,Ermita de Nuestra Señora de Junquera  en Diseminado del Término de Treviana,Rústica,True,Parroquia de Santa María la Mayor de Treviana,False
La Rioja,La Rioja,Haro,Villalba de Rioja,Rustica: Paraje Uriso,Rústica,False,Parroquia de San Pelayo de Villalba de Rioja,True
La Rioja,La Rioja,Logrono Nº 01,Logrono,"Solar con uso de frontón deportivo, en el Barrio de El Cortijo.",Solar,False,Diócesis de Calahorra y la Calzada,False
La Rioja,La Rioja,Logrono Nº 01,Logrono,Ermita Cristo del Humilladero,Ermita,True,Diócesis de Calahorra y la Calzada,False
La Rioja,La Rioja,Logrono Nº 02,Alberite,Rustica,Rustica,False,Parroquia de San Martin de Alberite,True
La Rioja,La Rioja,Logrono Nº 02,Cenicero,Terreno,Terreno,False,Diócesis de Calahorra y la Calzada,False
La Rioja,La Rioja,Logrono Nº 02,Clavijo,Parroquia,Parroquia,True,Diócesis de Calahorra y la Calzada,False
La Rioja,La Rioja,Daroca de Rioja,Daroca de Rioja,Parroquia,Parroquia,True,Diócesis de Calahorra y la Calzada,False
La Rioja,La Rioja,Daroca de Rioja,Daroca de Rioja,Ermita,Ermita,True,Diócesis de Calahorra y la Calzada,False
La Rioja,La Rioja,Daroca de Rioja,Daroca de Rioja,Ermita,Ermita,True,Diócesis de Calahorra y la Calzada,False
La Rioja,La Rioja,Daroca de Rioja,Daroca de Rioja,Rustica,Rustica,False,Diócesis de Calahorra y la Calzada,False
La Rioja,La Rioja,Daroca de Rioja,Daroca de Rioja,Rustica,Rustica,False,Diócesis de Calahorra y la Calzada,False
La Rioja,La Rioja,Daroca de Rioja,Entrena,Iglesia,Iglesia,True,Diócesis de Calahorra y la Calzada,True
La Rioja,La Rioja,Daroca de Rioja,Fuenmayor,Vivienda,Vivienda,False,Diócesis de Calahorra y la Calzada,False
La Rioja,La Rioja,Hornos de Moncalvillo,Hornos de Moncalvillo,Solar,Solar,False,Diócesis de Calahorra y la Calzada,False
La Rioja,La Rioja,Hornos de Moncalvillo,Hornos de Moncalvillo,Despacho,Despacho,True,Diócesis de Calahorra y la Calzada,True
La Rioja,La Rioja,Jalon de Cameros,Jalon de Cameros,Parroquia,Parroquia,True,Diócesis de Calahorra y la Calzada,False
La Rioja,La Rioja,Jalon de Cameros,Laguna de Cameros,Parroquia,Parroquia,True,Diócesis de Calahorra y la Calzada,False
La Rioja,La Rioja,Jalon de Cameros,Laguna de Cameros,Ermita,Ermita,True,Diócesis de Calahorra y la Calzada,False
La Rioja,La Rioja,Jalon de Cameros,Lardero,Ermita,Ermita,True,Diócesis de Calahorra y la Calzada,False
La Rioja,La Rioja,Jalon de Cameros,Lardero,Terreno,Terreno,False,Diócesis de Calahorra y la Calzada,False
La Rioja,La Rioja,Jalon de Cameros,Lardero,Rustica,Rustica,False,Diócesis de Calahorra y la Calzada,False
La Rioja,La Rioja,Lumbreras,Lumbreras,Rectoria de la Iglesia,Rectoria de la Iglesia,True,Parroquia de Lumbreras,False
La Rioja,La Rioja,Lumbreras,Lumbreras,Rustica,Rustica,False,Parroquia de Lumbreras,False
La Rioja,La Rioja,Lumbreras,Lumbreras,Rustica,Rustica,False,Parroquia de Lumbreras,False
La Rioja,La Rioja,Lumbreras,Lumbreras,Rustica,Rustica,False,Parroquia de Lumbreras,False
La Rioja,La Rioja,Murillo del Rio Leza,Murillo del Rio Leza,Rustica,Rustica,False,Parroquia de San Esteban Protomartir de Murillo de Rio Leza,False
La Rioja,La Rioja,Murillo del Rio Leza,Murillo del Rio Leza,Parroquia,Parroquia,True,Parroquia de San Esteban Protomartir de Murillo de Rio Leza,False
La Rioja,La Rioja,Murillo del Rio Leza,Murillo del Rio Leza,Ermita,Ermita,True,Parroquia de San Esteban Protomartir de Murillo de Rio Leza,True
La Rioja,La Rioja,Murillo del Rio Leza,Muro de Cameros,Ermita,Ermita,True,Diócesis de Calahorra y la Calzada,False
La Rioja,La Rioja,Murillo del Rio Leza,Muro de Cameros,Rustica,Rustica,False,Diócesis de Calahorra y la Calzada,False
La Rioja,La Rioja,Nalda,Nalda,Solar,Solar,False,Diócesis de Calahorra y la Calzada,False
La Rioja,La Rioja,Nalda,Nalda,Solar,Solar,False,Diócesis de Calahorra y la Calzada,False
La Rioja,La Rioja,Nalda,Nalda,Urbana,Urbana,False,Diócesis de Calahorra y la Calzada,False
La Rioja,La Rioja,Nalda,Nalda,Ermita,Ermita,True,Diócesis de Calahorra y la Calzada,False
La Rioja,La Rioja,Nieva de Cameros,Nieva de Cameros,Parroquia,Parroquia,True,Diócesis de Calahorra y la Calzada,False
La Rioja,La Rioja,Nieva de Cameros,Nieva de Cameros,Ermita,Ermita,True,Diócesis de Calahorra y la Calzada,False
La Rioja,La Rioja,Nieva de Cameros,Nieva de Cameros,Ermita,Ermita,True,Diócesis de Calahorra y la Calzada,False
La Rioja,La Rioja,Nieva de Cameros,Nieva de Cameros,Vivienda,Vivienda,False,Diócesis de Calahorra y la Calzada,True
La Rioja,La Rioja,Nieva de Cameros,Nieva de Cameros,Rustica,Rustica,False,Diócesis de Calahorra y la Calzada,False
La Rioja,La Rioja,Nieva de Cameros,Nieva de Cameros,Ermita,Ermita,True,Diócesis de Calahorra y la Calzada,False
La Rioja,La Rioja,Nieva de Cameros,Nieva de Cameros,Rustica,Rustica,False,Diócesis de Calahorra y la Calzada,False
La Rioja,La Rioja,Nieva de Cameros,Nieva de Cameros,Rustica,Rustica,False,Diócesis de Calahorra y la Calzada,False
La Rioja,La Rioja,Nieva de Cameros,Ortigosa,Ermita,Ermita,True,Diócesis de Calahorra y la Calzada,False
La Rioja,La Rioja,Nieva de Cameros,Pinillos,Ermita,Ermita,True,Diócesis de Calahorra y la Calzada,False
La Rioja,La Rioja,Nieva de Cameros,Pradillo,Ermita,Ermita,True,Parroquia de San Martin Pradillo de Cameros,False
La Rioja,La Rioja,Nieva de Cameros,Pradillo,Rustica,Rustica,False,Parroquia de San Martin Pradillo de Cameros,False
La Rioja,La Rioja,Ribafrecha,Ribafrecha,Casa Parroquial,Casa Parroquial,True,Diócesis de Calahorra y la Calzada,False
La Rioja,La Rioja,Ribafrecha,Ribafrecha,Parroquia,Parroquia,True,Diócesis de Calahorra y la Calzada,True
La Rioja,La Rioja,Ribafrecha,Ribafrecha,Parroquia,Parroquia,True,Diócesis de Calahorra y la Calzada,True
La Rioja,La Rioja,Ribafrecha,Ribafrecha,Parroquia,Parroquia,True,Diócesis de Calahorra y la Calzada,True
La Rioja,La Rioja,Ribafrecha,Ribafrecha,Parroquia,Parroquia,True,Diócesis de Calahorra y la Calzada,True
La Rioja,La Rioja,San Roman de Cameros,San Roman de Cameros,Casa Parroquial,Casa Parroquial,True,Diócesis de Calahorra y la Calzada,False
La Rioja,La Rioja,San Roman de Cameros,San Roman de Cameros,Rustica,Rustica,False,Diócesis de Calahorra y la Calzada,False
La Rioja,La Rioja,San Roman de Cameros,San Roman de Cameros,Rustica,Rustica,False,Diócesis de Calahorra y la Calzada,False
La Rioja,La Rioja,San Roman de Cameros,San Roman de Cameros,Rustica,Rustica,False,Diócesis de Calahorra y la Calzada,False
La Rioja,La Rioja,San Roman de Cameros,San Roman de Cameros,Rustica,Rustica,False,Diócesis de Calahorra y la Calzada,False
La Rioja,La Rioja,San Roman de Cameros,San Roman de Cameros,Rustica,Rustica,False,Diócesis de Calahorra y la Calzada,False
La Rioja,La Rioja,San Roman de Cameros,San Roman de Cameros,Rustica,Rustica,False,Diócesis de Calahorra y la Calzada,False
La Rioja,La Rioja,San Roman de Cameros,San Roman de Cameros,Rustica,Rustica,False,Diócesis de Calahorra y la Calzada,False
La Rioja,La Rioja,San Roman de Cameros,San Roman de Cameros,Rustica,Rustica,False,Diócesis de Calahorra y la Calzada,False
La Rioja,La Rioja,Santa Engracia del Jubera,Santa Engracia del Jubera,Parroquia,Parroquia,True,Diócesis de Calahorra y la Calzada,False
La Rioja,La Rioja,Santa Engracia del Jubera,Santa Engracia del Jubera,Solar,Solar,False,Diócesis de Calahorra y la Calzada,False
La Rioja,La Rioja,Santa Engracia del Jubera,Santa Engracia del Jubera,Solar,Solar,False,Diócesis de Calahorra y la Calzada,False
La Rioja,La Rioja,Santa Engracia del Jubera,Santa Engracia del Jubera,Ermita,Ermita,True,Diócesis de Calahorra y la Calzada,False
La Rioja,La Rioja,Santa Engracia del Jubera,Santa Engracia del Jubera,Ermita,Ermita,True,Diócesis de Calahorra y la Calzada,False
La Rioja,La Rioja,Santa Engracia del Jubera,Santa Engracia del Jubera,Ermita,Ermita,True,Diócesis de Calahorra y la Calzada,False
La Rioja,La Rioja,Santa Engracia del Jubera,Santa Engracia del Jubera,Ermita,Ermita,True,Diócesis de Calahorra y la Calzada,False
La Rioja,La Rioja,Santa Engracia del Jubera,Santa Engracia del Jubera,Templo,Templo,True,Diócesis de Calahorra y la Calzada,False
La Rioja,La Rioja,Santa Engracia del Jubera,Santa Engracia del Jubera,Parroquia,Parroquia,True,Diócesis de Calahorra y la Calzada,False
La Rioja,La Rioja,Sorzano,Sorzano,Casa Parroquial,Casa Parroquial,True,Diócesis de Calahorra y la Calzada,False
La Rioja,La Rioja,Sorzano,Sorzano,Rustica,Rustica,False,Diócesis de Calahorra y la Calzada,False
La Rioja,La Rioja,Sorzano,Sorzano,Rustica,Rustica,False,Diócesis de Calahorra y la Calzada,False
La Rioja,La Rioja,Sorzano,Sorzano,Ermita,Ermita,True,Diócesis de Calahorra y la Calzada,False
La Rioja,La Rioja,Sorzano,Sorzano,Rustica,Rustica,False,Diócesis de Calahorra y la Calzada,False
La Rioja,La Rioja,Sorzano,Sorzano,Casa Parroquial,Casa Parroquial,True,Diócesis de Calahorra y la Calzada,False
La Rioja,La Rioja,Soto de Cameros,Soto de Cameros,Parroquia,Parroquia,True,Diócesis de Calahorra y la Calzada,True
La Rioja,La Rioja,Soto de Cameros,Soto de Cameros,Solar,Solar,False,Diócesis de Calahorra y la Calzada,False
La Rioja,La Rioja,Soto de Cameros,Soto de Cameros,Rustica,Rustica,False,Diócesis de Calahorra y la Calzada,False
La Rioja,La Rioja,Soto de Cameros,Soto de Cameros,Rustica,Rustica,False,Diócesis de Calahorra y la Calzada,False
La Rioja,La Rioja,Soto de Cameros,Soto de Cameros,Parroquia,Parroquia,True,Diócesis de Calahorra y la Calzada,False
La Rioja,La Rioja,Torrecilla de Cameros,Torrecilla de Cameros,Ermita,Ermita,True,Diócesis de Calahorra y la Calzada,False
La Rioja,La Rioja,Torrecilla de Cameros,Torrecilla de Cameros,Ermita,Ermita,True,Diócesis de Calahorra y la Calzada,False
La Rioja,La Rioja,Torrecilla de Cameros,Torrecilla de Cameros,Ermita,Ermita,True,Diócesis de Calahorra y la Calzada,False
La Rioja,La Rioja,Torrecilla de Cameros,Torrecilla de Cameros,Urbana,Urbana,False,Diócesis de Calahorra y la Calzada,True
La Rioja,La Rioja,Torrecilla de Cameros,Torrecilla de Cameros,Parroquia,Parroquia,True,Diócesis de Calahorra y la Calzada,False
La Rioja,La Rioja,Viguera,Viguera,Ermita,Ermita,True,Diócesis de Calahorra y la Calzada,False
La Rioja,La Rioja,Viguera,Viguera,Rustica,Rustica,False,Diócesis de Calahorra y la Calzada,False
La Rioja,La Rioja,Viguera,Viguera,Rustica,Rustica,False,Diócesis de Calahorra y la Calzada,False
La Rioja,La Rioja,Villanueva de Cameros,Villanueva de Cameros,Ermita,Ermita,True,Diócesis de Calahorra y la Calzada,False
La Rioja,La Rioja,Villanueva de Cameros,Villanueva de Cameros,Ermita,Ermita,True,Diócesis de Calahorra y la Calzada,False
La Rioja,La Rioja,Villanueva de Cameros,Villoslada de Cameros,Casa Parroquial,Casa Parroquial,True,Diócesis de Calahorra y la Calzada,False
La Rioja,La Rioja,Logrono Nº 03,Logrono,"Finca rústica  superficie de 4.588 m2, en Logroño, en Políg. 46, parcela 92, en el paraje denominado ""VALDERUGA"".",Rústica,False,Diocesis Calahorra-La Calzada,True
La Rioja,La Rioja,Najera,Anguiano,Templo parroquial,Templo parroquial,True,"Diócesis de Calahorra, La Calzada y Logroño",False
La Rioja,La Rioja,Najera,Anguiano,"Vivienda  en CUESTA DANZADORES,  3, término de Anguiano",Vivienda,False,Parroquia de San Andrés de Anguiano,False
La Rioja,La Rioja,Najera,Anguiano,"Heredad en término de PEDROSA en pólig. 4, parcela 1693",Rústica,False,"Diócesis de Calahorra, La Calzada y Logroño",False
La Rioja,La Rioja,Najera,Anguiano,"Monte bajo en término de PLANA en pólig. 10, parcela 988",Rústica,False,"Diócesis de Calahorra, La Calzada y Logroño",False
La Rioja,La Rioja,Najera,Arenzana de Abajo,Templo Parroquial de Santa María,Templo parroquial,True,"Diócesis de Calahorra, La Calzada y Logroño",False
La Rioja,La Rioja,Najera,Arenzana de Abajo,Ermita de Nuestra del Carmen,Ermita,True,"Diócesis de Calahorra, La Calzada y Logroño",False
La Rioja,La Rioja,Najera,Berceo,"Templo parroquial en PLAZA PEÑA VILLAREJO, 1",Templo parroquial,True,"Diócesis de Calahorra, La Calzada y Logroño",False
La Rioja,La Rioja,Najera,Canas,"Heredad en término de VILLAPARTE, Políg. 8, parcela 287",Rústica,False,"Diócesis de Calahorra, La Calzada y Logroño",False
La Rioja,La Rioja,Najera,Cardenas,"Templo parroquial en C/ José Antonio, 1",Templo parroquial,True,"Diócesis de Calahorra, La Calzada y Logroño",False
La Rioja,La Rioja,Najera,Castroviejo,"Templo parroquial en C/ MAYOR,  1",Templo parroquial,True,"Diócesis de Calahorra, La Calzada y Logroño",False
La Rioja,La Rioja,Najera,Castroviejo,"Ermita de las Santas, Al Sitio las Santas",Rústica,False,Parroquia de Castroviejo,False
La Rioja,La Rioja,Najera,Estollo,Heredad en término de ARAÑALES en Políg. 501 parcela 6295,Rústica,False,"Diócesis de Calahorra, La Calzada y Logroño",False
La Rioja,La Rioja,Najera,Ledesma de la Cogolla,"Templo parroquial en C/ PEÑA,  27",Templo parroquial,True,"Diócesis de Calahorra, La Calzada y Logroño",False
La Rioja,La Rioja,Najera,Mansilla de la Sierra,"Heredad en término de  CHORRERO, Polig 5 parcela 299",Rústica,False,"Diócesis de Calahorra, La Calzada y Logroño",False
La Rioja,La Rioja,Najera,Mansilla de la Sierra,"Heredad en término TABLADAS, Polig. 1 parcela 889",Rústica,False,"Diócesis de Calahorra, La Calzada y Logroño",False
La Rioja,La Rioja,Najera,Mansilla de la Sierra,Heredad en término VIÑAS.  Políg. 1 parcela 58.,Rústica,False,"Diócesis de Calahorra, La Calzada y Logroño",False
La Rioja,La Rioja,Najera,Mansilla de la Sierra,Heredad en  término HOYA MADURA,Rústica,False,"Diócesis de Calahorra, La Calzada y Logroño",False
La Rioja,La Rioja,Najera,Mansilla de la Sierra,"Heredad en  término VIÑAS, Políg. 1 parcela 15",Rústica,False,"Diócesis de Calahorra, La Calzada y Logroño",False
La Rioja,La Rioja,Najera,Mansilla de la Sierra,"Heredad en término VIÑAS,  Políg. 1 parcela 156.",Rústica,False,"Diócesis de Calahorra, La Calzada y Logroño",False
La Rioja,La Rioja,Najera,Pedroso.,Templo Parroquial,Templo parroquial,True,"Diócesis de Calahorra, La Calzada y Logroño",False
