codigo_ine_provincia,nombre_provincia,nombre_fundacion,enlace_detalle,codigo_registro,timestamp,nif,numero_registro,fecha_extincion,fecha_constitucion,fecha_inscripcion,domicilio,localidad,codigo_postal,provincia_detalle,telefono,fax,email,web,fecha_extraccion
21,Huelva,CEREBRO Y SALUD,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=5567&index=1&lang=es_ES,=5567,2026-01-27T18:50:59.485696,G21493275,1334CIN,,03/11/2010,11/02/2011,"Avenida de Madrid, 3 - portal 5 - 1º C",Huelva,21001,Huelva,959285812.0,,,,2026-01-27T19:18:29.701315
21,Huelva,SOCIAL Y CULTURAL DE LA CAJA RURAL DEL SUR,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=14425&index=1&lang=es_ES,=14425,2026-01-27T18:50:59.500939,G21344080,508CUL,,29/10/2002,19/12/2002,"C/. Alcalde Mora Claros, nº 6, puerta A",Huelva,21001,Huelva,959252548.0,959280842.0,fundacion.3187@cajarural.com,,2026-01-27T19:18:31.887845
21,Huelva,VALDOCCO,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=16254&index=1&lang=es_ES,=16254,2026-01-27T18:50:59.516149,G21210000,269SND,,16/01/1995,16/07/1996,"C/Gladiolo,s/n Bda.del Torrejón",Huelva,21005,Huelva,959545013.0,959153164.0,valdocco@valdocco.org,,2026-01-27T19:18:34.033170
21,Huelva,COLUMBA PACIS,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=16255&index=1&lang=es_ES,=16255,2026-01-27T18:50:59.531639,G21366430,270SND,,21/10/2003,17/12/2003,"C/Reynols, 45 sector G",Matalascañas,21760,Huelva,959441813.0,959441813.0,presidente@columbapacis.org,http://www.columbapacis.org,2026-01-27T19:18:35.979011
21,Huelva,DOCTOR D. MANUEL NIETO BARRERA,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=16256&index=1&lang=es_ES,=16256,2026-01-27T18:50:59.546509,G21424460,271SND,,26/07/2006,12/01/2007,"Avda. Martín Alonso Pinzón, 15 - entreplanta 13",Huelva,21003,Huelva,,,,,2026-01-27T19:18:37.754896
21,Huelva,DON CRISTOBAL DIAZ ALVAREZ,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=16257&index=1&lang=es_ES,=16257,2026-01-27T18:50:59.566496,G21436167,272SND,,11/04/2007,19/07/2007,"c/ Lagunita, s/n",La Zarza,21310,Huelva,,,,,2026-01-27T19:18:39.520853
21,Huelva,PARA TRABAJADORES EXTRANJEROS EN HUELVA,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=16258&index=1&lang=es_ES,=16258,2026-01-27T18:50:59.582096,G21452958,273SND,,12/02/2008,27/06/2008,"Residencia Tariquejos, carretera HU-3401 - Km. 7,5",Cartaya,21450,Huelva,,959096266.0,fundacionfuteh@gmail.com,,2026-01-27T19:18:41.951991
21,Huelva,EUROPEA PARA LA COOPERACION NORTE-SUR,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=16259&index=1&lang=es_ES,=16259,2026-01-27T18:50:59.601291,G91243998,274SND,,30/08/2002,23/06/2003,"C/ Pérez Galdós, 106",Huelva,21002,Huelva,959285378.0,,,,2026-01-27T19:18:43.776755
21,Huelva,"CARIDAD, INFANCIA Y DESARROLLO",https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=17215&index=1&lang=es_ES,=17215,2026-01-27T18:50:59.619429,G91803304,1230SND,,05/03/2009,29/05/2009,"Avda.Cristóbal Colón, 39. Fase 3.1, Casa 10",El Portil,21459,Huelva,649547862.0,,fundacion@fundacioncaridadinfancia.org,http://www.fundacioncaridadinfancia.org,2026-01-27T19:18:45.509221
21,Huelva,PRENAUTA,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=17914&index=1&lang=es_ES,=17914,2026-01-27T18:50:59.639861,G21575493,2006JUS,,20/12/2016,07/02/2018,"CALLE SALVADOR, Nº 17",HUELVA,21003,Huelva,678635814.0,,,,2026-01-27T19:18:47.497114
21,Huelva,ALMANATURA FUNDACION PARA LA REACTIVACION RURAL,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=18340&index=1&lang=es_ES,=18340,2026-01-27T18:50:59.656046,G21613880,2366JUS,,12/05/2020,04/03/2021,"C/ Grande Trasera, nº 6",Arroyomolinos de León,21280,Huelva,660057868.0,,,,2026-01-27T19:18:49.267144
22,Huesca,DEPORTE SOLIDARIO,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=5136&index=1&lang=es_ES,=5136,2026-01-27T18:51:03.026186,G24555898,1019EDU,,21/03/2007,21/01/2008,"Urbanización Formigal. Edificio Montesquí, bajo",Sallent de Gallego,22640,Huesca,675662613.0,,fundaciondeportesolidario@hotmail.com,,2026-01-27T19:18:51.317640
22,Huesca,GARCÍA - ESTEBAN,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=15542&index=1&lang=es_ES,=15542,2026-01-27T18:51:03.040821,G22374953,1501CUL,,19/06/2012,04/09/2012,"Urbanización Parque de Guara, 132",Nueno,22193,Huesca,974271043.0,,rapelu@gmail.com,http://www.duogarciaesteban.com,2026-01-27T19:18:53.385509
22,Huesca,PODOACTIVA,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=15612&index=1&lang=es_ES,=15612,2026-01-27T18:51:03.054227,G22381404,1575EDU,,15/02/2013,24/06/2013,"Parque Tecnológico Walqa Carretera nacional 330A, Km. 566- Edificio Podoactiva",Cuarte,22197,Huesca,,,,,2026-01-27T19:18:54.996016
22,Huesca,CASA AMPARO DE BARBASTRO,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=16260&index=1&lang=es_ES,=16260,2026-01-27T18:51:03.069874,G22008007,275SND,,01/01/1767,14/02/1905,"Avda. San Josemaría Escrivá, 1",Barbastro,22300,Huesca,974310298.0,974316029.0,casaamparo@grupo7.com,,2026-01-27T19:18:57.519139
22,Huesca,TRIAS BARCO,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=16262&index=1&lang=es_ES,=16262,2026-01-27T18:51:03.080118,G22326375,277SND,,04/06/2007,22/10/2007,"Avda. de Madrid, 37 - Entlo. 1ª",Fraga,22520,Huesca,,,,,2026-01-27T19:18:59.609788
22,Huesca,ANDROMEDA FUNDACION,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=16263&index=1&lang=es_ES,=16263,2026-01-27T18:51:03.102089,G25584053,278SND,,14/07/2005,04/07/2008,"c/ Masarrabal, 5 - 1ºE",Fraga,22520,Huesca,973777503.0,,,,2026-01-27T19:19:01.314097
22,Huesca,ETNODIVERSIDAD,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=16264&index=1&lang=es_ES,=16264,2026-01-27T18:51:03.116233,G22337281,279SND,,04/04/2008,31/07/2009,"Avda. de la Merced, 31",Barbastro,22300,Huesca,,,,,2026-01-27T19:19:03.149798
22,Huesca,ROCKCAMP ACAMPALIA,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=16687&index=1&lang=es_ES,=16687,2026-01-27T18:51:03.133154,G83864918,702SND,,30/12/2003,18/03/2004,"C/ Cabestany, 2 - 2º A",Huesca,22005,Huesca,660392192.0,,kalimedes@kalimedes.org,,2026-01-27T19:19:07.424881
22,Huesca,OSAPIENS FOUNDATION,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=18112&index=1&lang=es_ES,=18112,2026-01-27T18:51:03.152574,G22424287,2163JUS,,21/11/2018,26/02/2019,"Plaza de Cataluña nº 1, Oficinas",Huesca,22004,Huesca,974228233.0,,lara@estalloasesores.com,,2026-01-27T19:19:09.171743
22,Huesca,CASTILLO DE LOARRE,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=18620&index=1&lang=es_ES,=18620,2026-01-27T18:51:03.162873,G22274781,2476JUS,,17/07/2003,18/01/2022,"C/ Cabestany, 2 - 2º A",Huesca,22002,Huesca,,,,,2026-01-27T19:19:10.837402
22,Huesca,CORN FOR A BETTER WORLD,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=18477&index=1&lang=es_ES,=18477,2026-01-27T18:51:03.186713,G05279963,2528JUS,,18/03/2021,21/03/2022,Carretera de Monzón a Fonz Km 6,Almunia de San Juan,22420,Huesca,,,,,2026-01-27T19:19:12.469936
22,Huesca,ARRANZ RASO,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=18713&index=1&lang=es_ES,=18713,2026-01-27T18:51:03.201377,G10778827,2635JUS,,27/05/2022,08/11/2022,"Casa Silvestre, calle Valle de Sositana 3",Castejón de Sos,22466,Huesca,,,,,2026-01-27T19:19:14.113691
22,Huesca,HAND IN HAND,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=18391&index=1&lang=es_ES,=18391,2026-01-27T18:51:03.216050,G02637783,2718JUS,,29/09/2020,27/04/2023,"Plaza de Europa número 2, 4ºA.",Monzón,22400,Huesca,,,,,2026-01-27T19:19:15.756194
23,Jaén,ALBOR,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=4374&index=1&lang=es_ES,=4374,2026-01-27T18:51:07.173739,G83343863,637EDU,,06/06/2002,10/10/2002,"CARRETERA DE MADRID, 21",JAÉN,23009,Jaén,,,info@fundacionalbor.org,http://www.fundacionalbor.org,2026-01-27T19:19:17.419846
23,Jaén,CENTRO EMPRESARIAL Y SECTORIAL PARA LA INNOVACIÓN TECNOLÓGICA,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=4873&index=1&lang=es_ES,=4873,2026-01-27T18:51:07.196171,G23537954,877CIN,,28/07/2005,08/03/2006,"Avenida de Andalucía, 100 - 1º",Jaén,23006,Jaén,953089020.0,,,,2026-01-27T19:19:19.278218
23,Jaén,PARA LA EDUCACIÓN Y LA FORMACIÓN INFANTIL (F.E.L.Í.),https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=4885&index=1&lang=es_ES,=4885,2026-01-27T18:51:07.210973,G23483191,945EDU,,19/09/2002,08/01/2007,"C/. Blas Infante, Nº 1, portal 5, 3K",Úbeda,23400,Jaén,953754504.0,,g_l_ubeda@hotmail.com,,2026-01-27T19:19:21.215877
23,Jaén,CENTRO DE DOCUMENTACIÓN MUSICAL-CASA MUSEO ANDRÉS SEGOVIA,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=10371&index=1&lang=es_ES,=10371,2026-01-27T18:51:07.227479,G23383151,335CUL,,18/05/1995,12/11/1997,"C/ Cánovas del Castillo, 59",Linares,23700,Jaén,953651390.0,953651390.0,fundacion@segoviamuseo.com,http://www.segoviamuseo.com,2026-01-27T19:19:24.134930
23,Jaén,CAJA RURAL DE JAÉN,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=15046&index=1&lang=es_ES,=15046,2026-01-27T18:51:07.246326,G23590490,750CUL,,17/01/2007,06/03/2007,"C/. Madrid, 26",La Carolina,23200,Jaén,953660186.0,953265120.0,,,2026-01-27T19:19:26.353570
23,Jaén,QUBBET EL-HAWA,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=15473&index=1&lang=es_ES,=15473,2026-01-27T18:51:07.263080,G23679897,1012CUL,,18/03/2011,15/07/2011,"Virgen de la Capilla, 7 5º",Jaén,23001,Jaén,,,,,2026-01-27T19:19:28.577659
23,Jaén,CATALINA MIR,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=16265&index=1&lang=es_ES,=16265,2026-01-27T18:51:07.277689,G23026750,280SND,,15/11/1979,31/12/1980,"C/Ejido de la Alcantarilla,14",Jaén,23002,Jaén,953233738.0,953233757.0,secretario@catalinamir.org,http://www.catalinamir.org,2026-01-27T19:19:30.583558
23,Jaén,MARTIN HALAJA,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=16266&index=1&lang=es_ES,=16266,2026-01-27T18:51:07.292020,G23381668,281SND,,13/01/1998,12/03/1998,"Pza. del Ayuntamiento, 1",La Carolina,23200,Jaén,953660034.0,953660255.0,,,2026-01-27T19:19:32.282982
23,Jaén,EUROLINGUA,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=16267&index=1&lang=es_ES,=16267,2026-01-27T18:51:07.308238,G23447279,282SND,,14/03/2001,20/07/2001,"C/Doctor Sagaz Zubelzu (Tablerón), 18",Jaén,23001,Jaén,953240244.0,953240244.0,fundacion@eurolingua.e.telefonica.net,,2026-01-27T19:19:34.149236
23,Jaén,NAYADES,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=16269&index=1&lang=es_ES,=16269,2026-01-27T18:51:07.319355,G23457732,284SND,,06/09/2001,11/03/2002,"Avda. de las Cruces, 3 - 1ºC",Jaén,23003,Jaén,953221493.0,953221493.0,gestora_gestora@yahoo.es,,2026-01-27T19:19:35.805459
23,Jaén,HUMANITAS,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=16270&index=1&lang=es_ES,=16270,2026-01-27T18:51:07.339464,G23329436,285SND,,26/10/2001,28/02/2002,"Mercado Mayoristas, 3 - Polígono de los Olivares",Jaén,23009,Jaén,953281789.0,953281789.0,humanitas1@hotmail.com,,2026-01-27T19:19:37.504879
23,Jaén,LEGADO LITERARIO DE MIGUEL HERNÁNDEZ,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=17838&index=1&lang=es_ES,=17838,2026-01-27T18:51:07.353229,G23775935,1935JUSOP,,27/03/2017,13/07/2018,"PLAZA SAN JUAN DE DIOS, Nº 2",Jaén,23004,Jaén,953248000.0,,fundacionlegadomh@dipujaen.es,,2026-01-27T19:19:39.517555
23,Jaén,ALFONSO VIII,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=17876&index=1&lang=es_ES,=17876,2026-01-27T18:51:07.366834,G23778319,2052JUS,,10/07/2017,29/05/2018,"C/ Cervantes, Nº 10",Santa Elena,23213,Jaén,667995581.0,,ricardo@chamorroconsultores.com,,2026-01-27T19:19:41.218793
23,Jaén,FUNDACIÓN CLEARDENT,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=18807&index=1&lang=es_ES,=18807,2026-01-27T18:51:07.387261,G72787211,2738JUS,,15/11/2022,06/07/2023,AV EDUARDO GARCIA MARTOTO. Nº 2 ENTREPLANTA OFICINAS C Y D,Jaén,23007,Jaén,,,contabilidad@cleardent.es,,2026-01-27T19:19:42.910379
23,Jaén,JOSÉ LUIS MARTÍN LÓPEZ,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=18920&index=1&lang=es_ES,=18920,2026-01-27T18:51:07.403841,G13850557,2877JUS,,24/04/2023,24/04/2024,"Polígono Industrial Los Rubiales II, Calle Cuatro, s/n",Linares,23700,Jaén,,,,,2026-01-27T19:19:44.640593
24,León,"CIUDAD DE LA ENERGÍA – CIUDEN, F.S.P.",https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=4983&index=1&lang=es_ES,=4983,2026-01-27T18:51:10.953643,G84737238,913EDU-IET,,28/07/2006,02/08/2006,"Avenida Presidente Rodríguez Zapatero, s/n",Cubillos del Sil,24492,León,987456323.0,987419570.0,sara.fernandez@ciuden.es,http://www.ciuden.es,2026-01-27T19:19:46.884325
24,León,DON PEDRO DE TOLEDO,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=14062&index=1&lang=es_ES,=14062,2026-01-27T18:51:10.970861,G24418097,425CUL,,17/06/2000,05/09/2000,Casa Consistorial,Villafranca del Bierzo,24500,León,,,,,2026-01-27T19:19:49.325335
24,León,INSTITUTO EUROPEO DEL CAMINO DE SANTIAGO,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=14382&index=1&lang=es_ES,=14382,2026-01-27T18:51:10.987056,G24458697,498CUL,,14/06/2002,02/10/2002,"Plaza Mayor, 15",Sahagún,24320,León,987781194.0,987781194.0,fiecs@iultreia.net,http://www.iultreia.net,2026-01-27T19:19:51.304266
24,León,EUTHERPE,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=14645&index=1&lang=es_ES,=14645,2026-01-27T18:51:10.997999,G24496747,604CUL,,02/06/2004,25/06/2004,"C/. Cardenal Landázuri, 6",León,24003,León,987272986.0,,,,2026-01-27T19:19:53.211146
24,León,REINA ISABEL I,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=14720&index=1&lang=es_ES,=14720,2026-01-27T18:51:11.016137,G24505992,649CUL,,13/12/2004,13/04/2005,"Urbanización El Mirador, Chalet, 9",Trobajo del Camino,24010,León,,,,,2026-01-27T19:19:55.109247
24,León,SABER.ES,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=14732&index=1&lang=es_ES,=14732,2026-01-27T18:51:11.029550,G24506891,642CUL,,21/12/2004,14/03/2005,"C/. Roa de la Vega, 18 - bajo",León,24001,León,987875797.0,,,,2026-01-27T19:19:57.095715
24,León,NACIONAL FUNDASPE,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=16272&index=1&lang=es_ES,=16272,2026-01-27T18:51:11.046925,G24299422,287SND,,15/07/1994,07/04/1995,"C/Ramiro Valbuena, 13",León,24001,León,,987224242.0,fundaspe@telefonica.net,http://www.fundacion-fundaspe.com,2026-01-27T19:19:59.841666
24,León,CLINICA SAN FRANCISCO DE LEON,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=16273&index=1&lang=es_ES,=16273,2026-01-27T18:51:11.062087,G24369795,288SND,,20/05/1997,20/05/1998,"C/ Marqueses de San Isidro, 11",León,24004,León,987251012.0,987251200.0,fuensantablanco@clinicasanfrancisco.es,http://www.clinicasanfrancisco.es,2026-01-27T19:20:01.788138
24,León,JUANSOÑADOR,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=16274&index=1&lang=es_ES,=16274,2026-01-27T18:51:11.082620,G24452435,289SND,,06/06/2002,19/09/2002,"Avda. Antibióticos, 126",León,24009,León,987203712.0,987259254.0,fundacionjuans@fundacionjuans.org,http://www.fundacionjuans.org,2026-01-27T19:20:04.288080
24,León,SANTA FAMILIA DE NAZARET,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=16275&index=1&lang=es_ES,=16275,2026-01-27T18:51:11.097439,G24464588,290SND,,24/11/2002,12/03/2003,"Avda. Padre Isla, 8 - 2º A -",León,24002,León,,,,,2026-01-27T19:20:07.622643
24,León,FAMILIAS MONOPARENTALES ISADORA DUNCAN,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=16276&index=1&lang=es_ES,=16276,2026-01-27T18:51:11.111271,G24496416,291SND,,06/03/2004,17/10/2006,"Avda. Reino de León, 12 portal E-1 - 1º",León,24006,León,987261449.0,987261448.0,info@isadoraduncan.es,http://www.isadoraduncan.es,2026-01-27T19:20:09.614203
24,León,DRASANVI,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=16278&index=1&lang=es_ES,=16278,2026-01-27T18:51:11.127177,G24672016,293SND,,10/11/2014,14/04/2015,"C/ La Rúa, 17",León,24003,León,,,elena@robherasesores.com,,2026-01-27T19:20:11.056098
24,León,EPIC,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=17609&index=1&lang=es_ES,=17609,2026-01-27T18:51:11.140143,G19612019,1941JUS,,11/04/2016,02/10/2017,"Paseo Condesa de Sagasta nº 10, 1º c",León,24001,León,,,,,2026-01-27T19:20:13.414823
24,León,CELLOLEÓN,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=17831&index=1&lang=es_ES,=17831,2026-01-27T18:51:11.160562,G24705279,2041JUS,,06/06/2017,17/05/2018,"C/ Martin Sarmiento, nº 19",León,24004,León,987218729.0,,copymeasesores@gmail.com,,2026-01-27T19:20:15.076568
24,León,EMPLEO VERDE,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=18514&index=1&lang=es_ES,=18514,2026-01-27T18:51:11.170784,G06871214,2537JUS,,16/04/2021,08/04/2022,Plaza de El Souto nº 51,Fabero,24420,León,,,,,2026-01-27T19:20:17.292550
24,León,BIBLIOTECA ENRIQUE GIL,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=18576&index=1&lang=es_ES,=18576,2026-01-27T18:51:11.191896,G16824419,2606JUS,,01/10/2021,31/08/2022,"Calle del Agua (Casa Gil), número 15",Villafranca del Bierzo,24500,León,,,mail@valentincarrera.es,,2026-01-27T19:20:19.586940
24,León,ESTUDIOS E INVESTIGACION ASPASIA PARA LA FORMACION Y EL EMPLEO,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=18644&index=1&lang=es_ES,=18644,2026-01-27T18:51:11.206981,G16915894,2816JUS,,20/01/2022,29/12/2023,"Avenida la Térmica, número 2",La Robla,24640,León,629161903.0,,,,2026-01-27T19:20:21.372514
25,Lleida,PARA LA INNOVACIÓN Y DESARROLLO EN LA EDUCACIÓN Y EN LA EMPRENDEDURÍA F.GINE,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=5576&index=1&lang=es_ES,=5576,2026-01-27T18:51:14.640834,G25720012,1327EDU,,10/12/2010,24/01/2011,"Plaça Sant Llorenç, número 5-6",Lleida,25002,Lleida,663709609.0,,,,2026-01-27T19:20:23.244126
25,Lleida,LABORAL TAURUS,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=15908&index=1&lang=es_ES,=15908,2026-01-27T18:51:14.664363,,8EMP,,15/07/1976,06/05/1977,"C/ José Escalier, s/n Oliana Lérida 25790",Oliana,25490,Lleida,,,,,2026-01-27T19:20:25.109702
25,Lleida,AGRICULTORES SOLIDARIOS,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=16064&index=1&lang=es_ES,=16064,2026-01-27T18:51:14.686859,G62551254,79SND,,26/07/2001,30/10/2001,"Av. Tortosa, 2, Edificio Merco-Lleida",Lleida,25005,Lleida,932680900.0,932684893.0,pagesossolidaris@pagesossolidaris.org,http://www.pagesossolidaris.org,2026-01-27T19:20:27.607515
