codigo_ine_provincia,nombre_provincia,nombre_fundacion,enlace_detalle,codigo_registro,timestamp,nif,numero_registro,fecha_extincion,fecha_constitucion,fecha_inscripcion,domicilio,localidad,codigo_postal,provincia_detalle,telefono,fax,email,web,fines_completo,actividades_completo,fecha_extraccion,url_detalle,error
30,Murcia,JUAN DE LA CIERVA,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=10112&index=1&lang=es_ES,=10112,2026-01-27T18:51:34.230172,B81319949,50CUL,,30/01/1982,17/09/1982,Santo Angel - Finca Torre Cierva,Murcia,30051,Murcia,,,,,"""Ordenar, catalogar e inventariar todo el archivo documental acumulado por el excelentísimo señor don Juan de la Cierva y Peñafiel durante su vida, en la doble vertiente de su actividad como Jurista y Abogado en ejercicio y, simultáneamente, como político destacado durante el primer tercio de este siglo, de lo que hay un fondo testimonial en los numerosísimos documentos que constituyen el indicado archivo, además de ponerlo a disposición de los estudiosos para que sirva a ensayos, estudios jurídicos y de historia del período a que los documentos se refieren, y colaborar con los medios con que económicamente cuente la Fundación a estimular a los mismos estudiosos de temas jurídicos a la redacción de tesis doctorales en cualquier rama del Derecho"".","Se crea para ordenar, catalogar e inventariar todo el archivo donado por el Excmo. Sr. Don Juan de la Cierva y Peñafiel durante su vida en la doble vertiente de su actividad como jurista y abogado en ejercicio y, simultáneamente, como político destacado durante el primer tercio de este siglo. Hay un fondo testimonial en los numerosísimos documentos que constituyen el indicado archivo, afortunadamente conservado en su mayor parte, así como de otros miembros ilustres de la familia (D. Juan de la Cierva y Adorno). En cuanto a la actividad de promoción, esta fundación se encamina a ponerlo a disposición de los estudiosos (para que sirva a ensayos, estudios jurídicos y de historia del período a que los documentos se refieren), a colaborar con los medios con que económicamente corriente la Fundación, a estimular a los mismos estudiosos de temas jurídicos e históricos a la redacción de tesis doctorales, en cualquier rama del derecho.",2026-01-27T19:05:13.136172,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=10112&index=1&lang=es_ES,
30,Murcia,DE VICTIMOLOGÍA,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=14517&index=1&lang=es_ES,=14517,2026-01-27T18:51:34.244294,G30768014,558CUL,,15/07/2003,17/12/2003,"C/. Doctor Luis Calandre, 12",Cartagena,30205,Murcia,968082880.0,968082879.0,info@funvic.org,http://www.funvic.org,"“La investigación, cultivo y el estudio interdisciplinar y científico de las víctimas del delito, así como el fomento entre la sociedad en general por esta problemática, considerando a las “víctimas” a todas aquellas personas que individual o colectivamente, han sufrido un perjuicio, especialmente un ataque grave a sus derechos fundamentales, en razón de acciones u omisiones que infringen las leyes penales en vigor en un Estado miembro, abarcando también aquellas que prohíben los abusos criminales de poder”","Colaborar en la formación profesional de cuantas personas vinculadas a la temática de la victimología lo demanden a través de cursos especializados; organizar reuniones científicas, cursos, seminarios, congresos y conferencias que contribuyan a la difusión y mejora de los conocimientos en las materias interdisciplinares que forman la victimología; colaborar con las instituciones públicas o privadas, nacionales e internacionales, mediante asesoría, dictámenes, informes y asesoramientos de carácter general, en la clarificación de los problemas que se produzcan en nuestro entorno dentro de esta área; promover el aprovechamiento social de las actividades docentes e investigadoras mediante una apertura a todas las personas e instituciones interesadas: policiales, judiciales, penitenciarias, sociales, de derechos humanos, a favor de la paz, así como la cooperación internacional y exterior para el desarrollo.",2026-01-27T19:05:14.724071,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=14517&index=1&lang=es_ES,
30,Murcia,ÁNGEL TOMÁS,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=14644&index=1&lang=es_ES,=14644,2026-01-27T18:51:34.250047,G73307852,607CUL,,20/05/2004,12/07/2004,"C/. Sierra Nevada, 86 - Urbanización Montepinar",El Esparragal,30163,Murcia,968859620.0,,,,"“La Fundación perseguirá principalmente los fines de conservación, difusión, fomento, desarrollo y engrandecimiento de la colección de obras de arte que en todo momento constituya su Patrimonio, con especial atención y dedicación al rendimiento cultural y artístico de las obras reunidas por el Fundador, con la finalidad de perpetuar el nombre de Don Ángel Tomás Pérez, autor de una parte muy importante de dicha colección y en consecuencia, continuar la meritoria obra artística realizada, sin limitación alguna en el tiempo, con ánimo de que, formando una sola unidad, todas las obras permanezcan unidas evitándose su división. Igualmente los fines fundacionales consistirán en las siguientes actividades: A) Promover trabajos de conservación, restauración y mantenimiento de las obras de arte coleccionadas por el Fundador y, en general, de todas aquellas obras de arte que de manera sucesiva vayan formando parte del Patrimonio de la Fundación. B) Despertar el interés por el arte y los artistas en general y con la finalidad principal de acercar la persona de Don Ángel Tomás Pérez al conjunto de la sociedad, dando a conocer su obra y espíritu artístico. C) Apoyar cuantas acciones culturales tengan que ver con las obras de arte que constituyan, en cada momento, el Patrimonio artístico de la Fundación. D) Promoción, colaboración y gestión de todo tipo de exposiciones de obras de arte, tanto de aquellas que forman parte del Patrimonio de la Fundación como de otras colecciones pertenecientes a entidades ajenas a la Fundación con las que, de alguna manera, se mantengan lazos de unión o se compartan finalidades. E) Realización de catálogos de las obras de arte que, en cualquier momento formen parte del Patrimonio de la Fundación, incluyéndose la realización de inventarios y labores de clasificación de las mencionadas obras. F) La publicación, difusión de trabajos, artículos, informes, y dictámenes sobre obras de arte en general, y especialmente sobre la obra de Don Ángel Tomás Pérez. G) La concesión de premios, otorgamiento de ayudas económicas, así como la coordinación, desarrollo o financiación de actividades culturales y artísticas, con carácter general. H) Participación en el desarrollo de las actividades de otras entidades, que realicen fines coincidentes o complementarios con las de la propia Fundación. I) Colaborar con las Administraciones Públicas en las tareas de índole artística y cultural. J) Asesoramiento a instituciones y entidades, públicas o privadas, así como la gestión de convenios de colaboración y de proyectos de interés general para el mejor cumplimiento de los fines fundacionales. K) En general, todo aquello que sea conveniente o necesario para el mejor cumplimiento de los fines fundacionales” .","(a) Promover trabajos de conservación, restauración y mantenimiento de las obras de arte coleccionadas por el Fundador y, en general, de todas aquellas obras de arte que de manera sucesiva vayan formando parte del Patrimonio de la Fundación. (b) Despertar el interés por el arte y los artistas en general y con la finalidad principal de acercar la persona de Don Ángel Tomás Pérez al conjunto de la sociedad, dando a conocer su obra y espíritu artístico. (c) Apoyar cuantas acciones culturales tengan que ver con las obras de arte que constituyan, en cada momento, el Patrimonio artístico de la Fundación. (d) Promoción, colaboración y gestión de todo tipo de exposiciones de obras de arte, tanto de aquellas que forman parte del Patrimonio de la Fundación como de otras colecciones pertenecientes a entidades ajenas a la Fundación con las que, de alguna manera, se mantengan lazos de unión o se compartan finalidades. (e) Realización de catálogos de las obras de arte que, en cualquier momento formen parte del Patrimonio de la Fundación, incluyéndose la realización de inventarios y labores de clasificación de las mencionadas obras. (f) La publicación y difusión de trabajos, artículos, informes y dictámenes sobre obras de arte en general, y especialmente sobre la obra de Don Ángel Tomás Pérez. (g) La concesión de premios, otorgamiento de ayudas económicas, así como la coordinación, desarrollo o financiación de actividades culturales y artísticas, con carácter general. (h) Participación en el desarrollo de las actividades de otras entidades, que realicen fines coincidentes o complementarios con las de la propia Fundación. (i) Colaborar con las Administraciones Públicas en las tareas de índole artística y cultural. (j) Asesoramiento a instituciones y entidades, públicas o privadas, así como la gestión de convenios de colaboración y de proyectos de interés general para el mejor cumplimiento de los fines fundacionales. (k) En general, todo aquello que sea conveniente o necesario para el mejor cumplimiento de los fines fundacionales.",2026-01-27T19:05:16.392683,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=14644&index=1&lang=es_ES,
30,Murcia,FESTIVAL DE CINE FANTÁSTICO DE LA REGIÓN DE MURCIA SOMBRA,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=14815&index=1&lang=es_ES,=14815,2026-01-27T18:51:34.270723,G73376964,667CUL,,28/05/2005,13/07/2005,Calle Simón García nº 30,Murcia,30003,Murcia,968225040.0,968225040.0,alfonsopindado@gmail.com,,"a) La promoción de la cultura y las artes en general. b) La colaboración con instituciones culturales. c) La promoción de jóvenes artistas. d) La promoción de la creación artística, en especial, en el sector del cine y audiovisual.","La Fundación, en cumplimiento de los fines antes descritos, realizará las siguientes actividades: a) La gestión y organización de SOMBRA, FESTIVAL DE CINE FANTÁSTICO EUROPEO DE MURCIA b) Las ayudas a la producción audiovisual dentro género fantástico c) El estudio y difusión del denominado género ""fantaterror"" en España. d) Las acciones pedagógicas, didácticas y formativas en materia audiovisual. e) Las acciones destinadas al fomento cultural audiovisual en Juventud. f) La colaboración con otras entidades y organismos europeos en los fines propios de la Fundación.",2026-01-27T19:05:18.156396,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=14815&index=1&lang=es_ES,
30,Murcia,ISABEL ALMANSA CÁRCELES MANOS ABIERTAS,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=14827&index=1&lang=es_ES,=14827,2026-01-27T18:51:34.281124,G73400707,685CUL,,05/05/2005,17/11/2005,"Urbanización Mossa Trajectum, RA - 241- 4",Baños y Mendigo,30155,Murcia,,,,,"Participar directamente y colaborar con otras entidades públicas y privadas en el fomento de las actividades culturales, educativas y formativas de la población en general y el fomento cultural, educacional y formativo de los niños del tercer mundo, así como de las mujeres oprimidas de dichos países subdesarrollados, en aras de fomentar el desarrollo integral de las mujeres como seres humanos.","a) Organizar patrocinar y financiar toda clase de actividades culturales generales, cursos, exposiciones, conferencias, congresos, conciertos, etc. b) Actuaciones tendentes a la defensa, conservación y mejora del Patrimonio de la Fundación, tanto de los bienes muebles como inmuebles que posea. c) Concesión de becas, incentivos y otras ayudas para estudios académicos y post-académicos y de especialización científica tanto del profesorado como de los alumnos. d) Promover y participar en actuaciones de defensa y conservación de los derechos fundamentales de los niños y mujeres, principalmente los de carácter educativos, así como los curativos y médicos, al objeto de que las actuaciones esta fundación sobre los niños y las mujeres a su cargo garanticen las condiciones mínimas de salud y educación. e) Promover y participar en la adquisición, construcción y mantenimiento de aquellos bienes muebles (pupitres, sillas, etc.) e inmuebles (Pozos de agua, aseos públicos, otras dependencias de higiene), de servicio común y urgente. f) Cualesquiera otras actividades o prestaciones relacionadas con las anteriormente descritas, preparatorias o complementarias de las mismas.",2026-01-27T19:05:19.957757,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=14827&index=1&lang=es_ES,
30,Murcia,HISPANIA ARTE,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=14987&index=1&lang=es_ES,=14987,2026-01-27T18:51:34.307457,G73463382,727CUL,,21/06/2006,11/09/2006,"Polígono San Pío X Plaza Joaquín Sánchez, 11",Murcia,30010,Murcia,968202735.0,968902111.0,,,"El fomento, impulso, desarrollo protección y apoyo de actividades referidas a las artes, a las ciencias y a las letras.","a).- Podrá Instituir, premios y ayudas, sufragar estudios, investigaciones artísticas, cursos, conferencias, seminarios, congresos ediciones, exposiciones y exhibiciones monográficas. b).- Intensificar la difusión cultural a través de toda clase de medios de comunicación social propios y ajenos, preparando y, en su caso, editando publicaciones de todo tipo, y fomentando la interrelación y la comunicación cultural y artística con otras fundaciones, instituciones o galerías. c).- Propiciar el acceso de los niños y la juventud a la cultura en general mediante convenios de colaboración con colegios y entidades educativas en general. d).- Asesoría profesional en adquisición de obras de arte y diseño y formación de colecciones públicas y privadas, así como autentificaciones de obra y proyectos artísticos integrales. e).- Promover la difusión del arte contemporáneo. f).- Difundir especialmente el arte más relevante del panorama murciano y español.",2026-01-27T19:05:21.612774,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=14987&index=1&lang=es_ES,
30,Murcia,MUSEO TAURINO MANOLO JUÁREZ DE CARTAGENA,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=15098&index=1&lang=es_ES,=15098,2026-01-27T18:51:34.322983,G30808778,785CUL,,20/02/2007,04/10/2007,"C/. Subida a los Pinos, 11 - 1ª",Cartagena,30205,Murcia,968123545.0,968123545.0,,,"a) Intensificar y promover la fiesta de los Toros en todas sus modalidades. b) Recuperar, conservar y valorar el patrimonio taurino de Cartagena.","a) Concesión de becas para estudios y desarrollo de la profesión taurina en todos los niveles y especialidades. b) Organización y desarrollo de conferencias u coloquios sobre temas relacionados con el arte de la tauromaquia, así como la publicación de un Boletín, revistas, periódicos y cualquier medio de comunicación. c) Convocatoria de Certámenes Literarios. d) Organización de exposiciones, congresos y hermanamientos con otras ciudades de destacada cultura y tradición taurina. e) Creación de un Centro de Interpretación de la Fiesta Nacional, con Museo Taurino, Biblioteca, Salas de Conferencias y Proyecciones. f) Utilización de los Medios de Comunicación Social para dar publicidad a sus fines y actividades. g) Instar a la Administración Autonómica de la Región de Murcia a declarar la Plaza de Toros de Cartagena (Murcia) Bien de Interés Cultural, con categoría de Monumento, dada la identidad histórica de la Ciudad, el interesante esquema arquitectónico que presenta, su valor arqueológico y la importancia del propio inmueble. El Patronato tendrá plena libertad para determinar las actividades de la Fundación tendentes a la consecución de los objetivos concretos que, a juicio del Patronato y dentro del cumplimiento de sus fines, sean los más adecuados en cada momento.",2026-01-27T19:05:23.473633,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=15098&index=1&lang=es_ES,
30,Murcia,CARMEN MONTERO MEDINA,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=15118&index=1&lang=es_ES,=15118,2026-01-27T18:51:34.343812,G73521379,777CUL,,23/05/2007,25/07/2007,"C/ Palma de Mallorca, 2-2º, Esc. 1ºC",Murcia,30009,Murcia,,,,,Conservación del patrimonio literario de Dª Carmen Montero Medina. Conservación del patrimonio documental y gráfico de la trayectoria de la fundadora. Divulgación del patrimonio literario de la escritora Dª Carmen Montero Medina. Promoción de la creación literaria en todas sus manifestaciones genéricas. Difusión de los reconocimientos y méritos de Dª Carmen Montero Medina. Información inmediata de actos culturales y literarios.,"- Exposición continuada de material gráfico sobre la actividad literaria de Dª Carmen Montero Medina. - Realización de exposiciones circunstanciales relacionadas con otros escritores. - Consulta permanente de materiales hemerográficos relativos a Dª Carmen Montero Medina. - Consulta y visualización permanente del fondo bibliográfico escrito por Dª Carmen Montero Medina. - Creación de página Web. - Creación de una revista literaria de creación y ensayo critico-literario. - Realización de viajes de índole cultural. - Creación de una biblioteca con material sobre escritores regionales y nacionales (algunos vinculados a Murcia. - Hermanamiento fundacional con Almonte, (Huelva). - Realización y asistencia a actos culto-literarios. - Convocatoria internacional del premio de creación Literaria ""Dª Carmen Montero Medina"" en las modalidades de poesía y narrativa. - Organización de presentaciones de obras literarias de escritores tanto murcianos como de otros lugares geográficos. - Creación de un documento audiovisual sobre la trayectoria y el hacer literario y vital de Dª Carmen Montero Medina.",2026-01-27T19:05:25.336269,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=15118&index=1&lang=es_ES,
30,Murcia,HÍPICA Y CULTURA,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=15240&index=1&lang=es_ES,=15240,2026-01-27T18:51:34.353965,G73490922,882CUL,,06/10/2004,10/06/2009,"C/. Verónicas, 8 - 3ª planta",Murcia,30004,Murcia,606711139.0,,,,"“Contribuir a la vida cultural y al aumento y recuperación del patrimonio español, en especial el situado en la Región de Murcia, así como asociar el nombre de Murcia y España a la actividad cultural y artística y la calidad de vida, difundiendo en España la cultura y el arte de la Región de Murcia e internacionalmente los de España, promoviendo su prestigio y reconocimiento de ambas, para lo que participará en cuantas actuaciones puedan presentarse dirigidas al logro de estos objetivos dentro del ámbito nacional e internacional, apoyando toda creación artística y cultural que contribuya a ello”.",Difundir en España la cultura y el arte de la Región de Murcia e internacionalmente los de España.,2026-01-27T19:05:27.293525,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=15240&index=1&lang=es_ES,
30,Murcia,MANUEL CASCALES,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=15308&index=1&lang=es_ES,=15308,2026-01-27T18:51:34.374376,G73615601,934CUL,,19/01/2009,06/07/2010,"Avenida de Florencia, 47",Murcia,30011,Murcia,609640006.0,,,,"Los fines de interés general de la Fundación son la promoción, divulgación y defensa de la fiesta brava y de su contenido cultural.","La Fundación, para la consecución de sus fines, podrá realizar las siguientes actividades: a).- Creación de una Escuela Taurina, en la que los alumnos serán educados no solo en la práctica y la cultura taurina, sino que, también, recibirán una formación integral. b).-Organización de conferencias, cursos, seminarios, congresos y otros sobre la fiesta brava y la difusión de la cultura taurina. e).-Organización de desplazamientos a ganaderías, museos, plazas de toros y otros lugares dentro de la misión formativa de la Fundación. d).-Cualesquiera otras que se considere necesarias para la consecución de los objetivos marcados.",2026-01-27T19:05:28.912456,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=15308&index=1&lang=es_ES,
30,Murcia,FUENTESVICENTE,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=15325&index=1&lang=es_ES,=15325,2026-01-27T18:51:34.384741,G73624819,874CUL,,12/03/2009,14/04/2009,"Vereda del Catalán, 42",Santa Cruz,30162,Murcia,968870848.0,,,,"Promocionar el arte, la cultura y la investigación, promoción y divulgación del arte de la gastronomía, aprovechando para ello los potenciales específicos de las distintas disciplinas, para una mayor repercusión.","Promocionar el arte, la cultura y la investigación, promoción y divulgación del arte de la gastronomía, aprovechando para ello los potenciales específicos de las distintas disciplinas, para una mayor repercusión.",2026-01-27T19:05:30.840113,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=15325&index=1&lang=es_ES,
30,Murcia,PATRIMONIO HISTÓRICO Y DESARROLLO PARA EL SIGLO XXI,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=15456&index=1&lang=es_ES,=15456,2026-01-27T18:51:34.412004,G30855811,984CUL,,25/02/2011,11/03/2011,"C/. Canalejas, 20",La Palma - Cartagena,30593,Murcia,696425095.0,,,,"1º. Sensibilización y ayudas al desarrollo de las poblaciones locales con patrimonio rural, histórico y cultural. 2º. Ayuda y cooperación al desarrollo en poblaciones desfavorecidas. 3º. Fomento y creación de nuevos espacios, conservando, restaurando y capacitando de los medios necesarios a las poblaciones autóctonas. 4º. Creación de escuelas de oficios y desarrollo de actividades formativas y culturales. 5º. Potenciar la creación de infraestructuras turísticas para fomentar la participación activa de la población, mejorando sus condiciones económicas y evitar migraciones hacia otras regiones. 6º. Fomentar el respeto al medio ambiente y la sostenibilidad en todas las actuaciones desarrolladas.","• Organizar cursos, ciclos de conferencias, congresos, viajes, sesiones de estudio y formación sobre temas relacionados con el patrimonio histórico, cultural y rural. • Redactar, editar y distribuir folletos, monografías y toda clase de publicaciones periódicas o no, de Información, formación y divulgación cultural e histórica. • Promover, organizar y dirigir la celebración de exposiciones, salones monográficos, actividades culturales, campañas de televisión; radio, prensa y otros medios de comunicación sobre temas relacionados con el patrimonio histórico, cultural y rural del País o zona de actuación. • Facilitar y llevar a cabo todas las actuaciones, suministro de materiales, dotación de bienes, obras necesarias y actividades formativas, culturales u ocupacionales que conlleven la realización de los objetivos y fines de la Fundación, con la posibilidad de realizar actividades similares o análogas que ayuden al desarrollo y sostenibilidad social, local y rural • Cualesquiera otras actividades que permitan a la Fundación el mejor cumplimiento de sus fines.",2026-01-27T19:05:32.764111,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=15456&index=1&lang=es_ES,
30,Murcia,ETICOTAKU,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=15486&index=1&lang=es_ES,=15486,2026-01-27T18:51:34.432605,G86236635,1040CUL,,06/05/2011,11/04/2012,"Avenida Doctor Pedro Guillén, 5",Murcia,30100,Murcia,,,,,"1.- Desarrollo de una cultura emprendedora y promoción del talento, basándose en el espíritu emprendedor y en la recuperación y fomento de valores de ética, honradez, responsabilidad social, esfuerzo, trabajo y espíritu competitivo. 2.- Relacionar a loe emprendedores entre sí, mediante la creación de una red interconectada que facilite la divulgación del conocimiento, la generación de negocio, las oportunidades por las sinergias latentes, y por el apoyo mutuo. 3.- Evaluar los proyectos de innovación o invención de aquellos emprendedores que lo soliciten, orientándolos y asesorándoles en su comienzo, procurando asegurar su permanencia en el mercado y sus posibilidades de éxito. 4.- Trabajar en la creación de un nuevo marco que permita una adecuada estructura para el emprendimiento en España, mediante la combinación adecuada de incentivos legales fiscales, laborales y de otras índoles. 5.- Potenciar la Investigación científica y tecnológica de vanguardia en colaboración con centros públicos y privados en el marco del desarrollo del Nuevo Paradigma y otras acciones que potencien la innovación. 6.- Gestionar ayudas a la formación, al crecimiento e internacionalización de empresas y proyectos emprendedores con especial dedicación, aunque no exclusiva, a la innovación tecnológica. 7.- Apoyar el desarrollo de acciones de metadifusión del Nuevo Paradigma Ético y la Iniciativa empresarial emergente, así como los nuevos yacimientos de empleo. 8.-Facilitar servicios profesionales, a través de acuerdos estratégicos, en condiciones especiales, para ayudar y promocionar los proyectos emprendedores de Innovación o Invención. 9.-Dar formación permanente y coaching a grupos de emprendedores que impulsen proyectos de Innovación o Invención.","1. Desarrollar acuerdos y convenios con empresas, instituciones y agentes sociales que faciliten el desarrollo de los fines Fundacionales. 2. La promoción de Congresos, Seminarios, Talleres, Grupos de Interés y de Trabajo, Mesas redondas, ponencias, presentaciones y otros eventos relacionados con los fines de la Fundación. 3. La edición de publicaciones especializadas, en especial a través de blogs específicos en Internet, con publicación de artículos y Posts relacionados con los fines de la Fundación. 4. La promoción de campañas de sensibilización social relacionadas con los fines de la Fundación, en particular con el fomento de la recuperación de valores de ética, honradez y competitividad. 5. El apoyo, colaboración y participación en entes en los que se estructuren iniciativas similares a las de los fines de la fundación. 6. Desarrollar una plataforma de Inversores potenciales, de todo tipo, en el ámbito Empresarial e Institucional, en el ámbito Nacional e Internacional. 7, Concesión de becas persor1ales y ayudas de financiación a proyectos de Innovación e Invención claramente diferenciadores. 8. Apoyo con lnterim Management a proyectos emprendedores específicos por su potencial. 9. La colaboración con los poderes públicos, Instituciones y entidades, públicas y privadas, en actividades coincidentes con los fines de la Fundación. Además, con objeto de obtener Ingresos, la Fundación podrá realizar actividades económicas cuyo objeto esté relacionado con los fines fundacionales o sean complementarias o accesorias de las anteriores, con sometimiento a las normas reguladoras de la defensa de la competencia, como las siguientes: Ponencias, mesas redondas y congresos. Cursos de formación específica. Coaching segmentado a Emprendedores. Prestación de servicios empresariales Integrales por intermediación.",2026-01-27T19:05:34.262426,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=15486&index=1&lang=es_ES,
30,Murcia,LAVOISIER PARA EL DESARROLLO Y OPTIMIZACIÓN DE LA FARMACOLOGÍA,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=15532&index=1&lang=es_ES,=15532,2026-01-27T18:51:34.448497,G73760092,1494EDU,,25/06/2012,23/07/2012,"C/ Acisclo Díaz, 2",Murcia,30005,Murcia,,,,,"De investigación y desarrollo de productos farmacológicos, fitoterapia, productos naturales y sus derivados o complementarios. Facilitar el acceso de los productos sanitarios y farmacéuticos al paciente o consumidor a precios preferentes o competitivos.","La Fundación perseguirá principalmente los fines de investigación y desarrollo de productos farmacológicos, fitoterapia, productos naturales y sus derivados o complementarios. Facilitar el acceso de los productos sanitarios y farmacéuticos a l paciente o consumidor a precios preferentes y competitivos. Los fines fundacional l es consistirán en las siguientes actividades: 2. La invención, mejora o creación de material ortopédico y de ayuda a minusvalías físicas, como asimismo, de recuperación, fisioterapia y complementos. 3. El impulso, investigación, preparación, cultivo, proceso industrializado y distribución productos farmacéuticos naturales y ecológicos. 4. Investigación y desarrollo de productos para la infancia y para la tercera edad, relacionados con su alimentación, cosmética, cremas protectoras, perfumería, material de ayuda y de seguridad del niño, material didáctico, y cualquier otro de vestido, juego o complementos para uso exclusivo de la infancia y los relacionados con la geriatría. 5. La distribución de todos o cualquiera de los productos enumerados anteriormente de propiedad intelectual e industrial de la Fundación, y cualquiera otros promovidos por la Fundación o adquiridos a terceros, bien por compra en firme a laboratorios, fabricantes o intermediarios, bien con licencia concedida o adquirida a su original licenciante o concesionario, o por alianza con otros centros de investigación y desarrollo, laboratorios, distribuidores, centrales de compras Nacionales o Internacionales. 6. Crear, promover, comercializar y distribuir productos medicinales naturales y ecológicos, propios o de terceros, y de calidad y seguridad probada. 7. Apoyar cuantas acciones tengan que ver con la protección de la salud y de los productos farmacéuticos, sean genéricos o no, naturales o procesados; siempre que se acredite fehacientemente que cualquier producto posee todos los certificados de garantía de sanidad, industrial, y normativas Comunitarias y de Corporativas legales obligatorias. 8. Colaborar y apoyar, dentro de lo posible, a la Sanidad Pública, Pública Concertada y privada, con el más absoluto respeto y cumplimiento de la Legislación vigente. 9. La realización de catálogos, mailings y publicaciones, informes y dictámenes sobre las actividades de la Fundación, Ferias y Congresos, incluso virtuales; dentro de las posibilidades presupuestarias aprobadas por el Patronato. 10. Concesión de premios a la investigación, crea ti vi dad y desarrollo de productos sanitarios, farmacéuticos, auxiliares o complementarios, quedando autorizadas las ayudas en efectivo, dentro de las posibilidades presupuestarias de la Fundación y de las autorizaciones oficiales reglamentarias que existan o puedan existir. Los resultados de las investigaciones serán propiedad de la Fundación. 11. Colaborar y auxiliar a las Administraciones Públicas y entidades privadas en sus misiones para la Sanidad Pública, Pública Concertada y privada, así corno prestar el asesoramiento que pueda ser de utilidad y que entre dentro de las facultades y experiencia del Patronato. 12. En general todo aquello que sea conveniente o necesario para el mejor cumplimiento de los fines fundacionales. 13. Expresamente se hace constar que todas las actividades anteriores se podrán ejercitar tanto para la sanidad humana como veterinaria. La Fundación, atendiendo a las circunstancias que concurran en cada momento, tendrá plena libertad para proyectar su actuación hacia las actividades y objetivos que, a juicio del Patronato, sean más adecuadas o convenientes, con sujeción a lo previsto en estos Estatutos y las disposiciones legales que sean de aplicación en cada momento.",2026-01-27T19:05:35.944027,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=15532&index=1&lang=es_ES,
