id,codigo_notaria,direccion,codigo_postal,telefono,fax,email,municipio_id,codigo_ine_ccaa,codigo_ine_provincia,codigo_ine_municipio,activa,audit_creado_en,audit_creado_por
6f90337d-2ee8-419f-889b-58b712d2ae93,150562044,"Rua da Cachurra, número 37 Pl 1 B",15830,981.818.323,981.881.646,,fd840686-7f4d-4170-9f97-ca230a5f7462,12,15,15056,True,2026-01-27T12:11:36.804898,transform_notarios.py
31699b28-24f2-4462-b551-8ccbd913c790,150578011,"Rua de Galicia, número 10",15200,881.250.007,981.820.485,,3d115205-f03a-4f79-9318-e5f26699fce5,12,15,15057,True,2026-01-27T12:11:36.804898,transform_notarios.py
ae390b6b-3068-429b-b7d1-edaca6abd6e7,150584024,"Rua do Inglés, número 5 (Perillo)",15173,981.611.506,981.631.068,,980cea1c-34e0-4648-9e2c-b2fe5acc3c36,12,15,15058,True,2026-01-27T12:11:36.804898,transform_notarios.py
97df1c65-d1bb-43b0-83a5-fd88204c0a09,150584025,"Avenida Ernesto Che Guevara, número 13 Bajo",15172,981.613.983,981.613.985,andres-sexto@notariado.org,980cea1c-34e0-4648-9e2c-b2fe5acc3c36,12,15,15058,True,2026-01-27T12:11:36.804898,transform_notarios.py
0aa9e5b4-b10d-4f35-8d2f-e939e6ad4c07,150597011,"Avenida Alfonso Senra, número 106 Planta 2",15680,981.688.413,981.688.315,,772c7104-0d44-4a1a-86ee-bdb8d121f250,12,15,15059,True,2026-01-27T12:11:36.804898,transform_notarios.py
cb0299cd-6621-4087-845a-6fe0f1d6b80b,150597045,"Avenida Alfonso Senra, número 106 Pl 1",15680,981.688.336,981.681.655,,772c7104-0d44-4a1a-86ee-bdb8d121f250,12,15,15059,True,2026-01-27T12:11:36.804898,transform_notarios.py
557a7c78-0572-4f14-8227-ee05446175cc,150618029,"Avenida Escola de Gaitas de Ortigueira, número 141 Local Izq",15330,981.402.411,981.402.406,,d2d15512-08ea-4eeb-a6e0-4dd768d7adb7,12,15,15061,True,2026-01-27T12:11:36.804898,transform_notarios.py
6f5d7806-9e50-45f1-9ee9-b1d73e7115c4,150623038,"Avenida de Compostela, número 18 Bajo",15230,881.055.709,981.851.105,,29921799-edfe-4e01-8e70-31e8e931534a,12,15,15062,True,2026-01-27T12:11:36.804898,transform_notarios.py
4c37747b-005e-4256-a6f3-ff55f08a8bba,150657047,"Avenida Compostela, número 39",15900,981.810.155,981.812.076,,6edb96eb-9939-403b-a06e-69b38664a81a,12,15,15065,True,2026-01-27T12:11:36.804898,transform_notarios.py
19152631-3f34-4454-a87b-5df258bcf9bb,150676034,"Avenida Díaz de Rábago, número 13 Pl 1",15940,981.830.334,981.843.355,,d9f02b14-7805-4cc0-ba5d-19e95dbf7a0f,12,15,15067,True,2026-01-27T12:11:36.804898,transform_notarios.py
57d9a9e3-39ef-4e86-8b95-f36e40bd46a3,150695004,"Calle Plaza del Conde, número 1 Pl 1",15600,981.495.937,981.433.805,,c32801d7-449e-4b73-868c-941fd2bedede,12,15,15069,True,2026-01-27T12:11:36.804898,transform_notarios.py
56dd8bf1-506e-4429-93f3-55e4d23e3b8f,150709030,"Avenida de Galicia, número 43 Bajo",15320,981.450.728,981.440.042,sbotas@notariado.org,46e4257b-8123-4bfd-a9f7-0f1edd91c094,12,15,15070,True,2026-01-27T12:11:36.804898,transform_notarios.py
b0dbb534-e2a8-4c90-a5e7-73b3cccadeb5,150716035,"Rua Gudela, número 1 Planta 2",15970,981.767.504,981.853.384,,5939595a-6859-4f8f-857e-04a1a35ce2b4,12,15,15071,True,2026-01-27T12:11:36.804898,transform_notarios.py
39cbf34d-fd40-43b3-b15b-b4f5ec117eb1,150721048,"Calle Rinlo, número 66 Bajo",15920,981.860.181,981.866.216,clrodriguez@correonotarial.org,8f465c69-2153-4b31-b8c6-36f69822f325,12,15,15072,True,2026-01-27T12:11:36.805776,transform_notarios.py
6f60542d-9597-4ece-92b9-68274d9fc20e,150737012,"Rua Rosalía de Castro, número 10 Entresuelo",15960,881.863.226,881.862.838,notaria@diazquinteiro.com,1c367bf1-5b87-4c2d-88ad-ce8ab7358256,12,15,15073,True,2026-01-27T12:11:36.805776,transform_notarios.py
b5511075-9d8b-45df-9c1f-cb2c2551c2a5,150737036,"Rua da Feira, número 12 Entresuelo",15960,981.871.068,981.872.352,,1c367bf1-5b87-4c2d-88ad-ce8ab7358256,12,15,15073,True,2026-01-27T12:11:36.805776,transform_notarios.py
037ebc0a-2031-46ae-ba23-9fe504d2042a,150768031,"Calle O Casal, número 19 Bajo",15560,981.490.626,981.490.626,,6a64cda1-52fc-4478-b373-4b55d4e266a6,12,15,15076,True,2026-01-27T12:11:36.805776,transform_notarios.py
c9fbd376-44e6-469e-88e1-da12aaf347a3,150774049,"Calle Lugo, número 21 Pl 1 A",15840,981.880.285,981.881.402,,787e31f0-9c7b-4d1f-8a9f-a3bf8366ab95,12,15,15077,True,2026-01-27T12:11:36.805776,transform_notarios.py
811f2004-2e33-4704-a293-d262bbcf2edd,150780038,"Calle Montero Ríos, número 17 Local",15706,981.595.356,981.571.914,,b874928a-4537-406b-9280-f07a11711020,12,15,15078,True,2026-01-27T12:11:36.805776,transform_notarios.py
3fcdc306-0535-427b-8ca6-73e0b12dd785,150780039,"Calle Senra, número 1 Pl 1 Izq",15702,981.552.153,981.935.003,,b874928a-4537-406b-9280-f07a11711020,12,15,15078,True,2026-01-27T12:11:36.805776,transform_notarios.py
f3314044-de97-4960-af21-d5727c93c6c4,150780037,"Calle República de El Salvador, número 3 Pl 4 B",15701,981.558.018,981.572.299,,b874928a-4537-406b-9280-f07a11711020,12,15,15078,True,2026-01-27T12:11:36.805776,transform_notarios.py
4dbcec0f-888c-4e84-9797-bbc84e4adedb,150780013,"Calle Letonia, número 2 Pl 2 (Edificio Quercus IP)",15707,981.553.433,981.592.024,,b874928a-4537-406b-9280-f07a11711020,12,15,15078,True,2026-01-27T12:11:36.805776,transform_notarios.py
092be4f4-604e-4b47-a422-e6d83cfc2188,150780014,"Calle Senra, número 13 Pl 1",15702,981.582.700,881.091.203,,b874928a-4537-406b-9280-f07a11711020,12,15,15078,True,2026-01-27T12:11:36.805776,transform_notarios.py
1aef93c6-1897-4b05-9435-60b0fb98feb8,150780041,"Calle Letonia, número 2 Pl 2 (Edificio Quercus IP-Polígono Costa Vella)",15707,981.553.433,981.592.024,,b874928a-4537-406b-9280-f07a11711020,12,15,15078,True,2026-01-27T12:11:36.805776,transform_notarios.py
29e10c0b-3af2-4d18-a17a-50da4536ee2e,150780012,"Calle Montero Ríos, número 17 Local",15706,981.595.356,981.571.914,,b874928a-4537-406b-9280-f07a11711020,12,15,15078,True,2026-01-27T12:11:36.805776,transform_notarios.py
d6776017-4c8d-4c25-ad05-afc71ba25ee3,150829001,"Travesia Cacheiras, número 24 Pl 1",15883,981.800.183,981.806.894,clapido@notariado.org,64942d79-b46d-4cdd-a7fb-1c245e0c2e82,12,15,15082,True,2026-01-27T12:11:36.805776,transform_notarios.py
33713ea6-0c2e-419a-a208-68735945b99b,150927011,"Avenida de Fisterra, número 56 Bajo",15129,981.716.007,981.716.480,,a6dc86f8-24f0-4812-88ea-ef0f2b3ac062,12,15,15092,True,2026-01-27T12:11:36.805776,transform_notarios.py
0b7524bf-105f-4dea-bc1e-b738556b3c5e,020030012,"Calle Tesifonte Gallego, número 16 Pl 1",02002,967.240.900,967.501.100,,1d60369c-a3b6-4a8a-a8ee-d1138d01022c,08,02,02003,True,2026-01-27T12:11:36.805776,transform_notarios.py
09cfe39d-ea9e-44a3-b4ec-c37aad74884c,020030004,"Calle Marqués de Molins, número 14 Pl 3",02001,967.192.597,967.215.771,,1d60369c-a3b6-4a8a-a8ee-d1138d01022c,08,02,02003,True,2026-01-27T12:11:36.805776,transform_notarios.py
86cd5a1d-eb1b-465d-af1d-ff0299a357a1,020030005,"Calle Martínez Villena, número 12 Bajo",02001,967.690.142,967.692.401,mgnavarro@correonotarial.org,1d60369c-a3b6-4a8a-a8ee-d1138d01022c,08,02,02003,True,2026-01-27T12:11:36.805776,transform_notarios.py
881d0ec4-6fd8-4cb2-b7b3-ec052500dc04,020030015,"Calle Marqués de Molins, número 13 Bajo",02001,967.193.109,967.193.295,jimenezcandela@notariado.org,1d60369c-a3b6-4a8a-a8ee-d1138d01022c,08,02,02003,True,2026-01-27T12:11:36.805776,transform_notarios.py
31318c4d-5a51-4af3-b117-461fa868a649,020030009,"Calle Tinte, número 12 Entresuelo Puerta DCH",02001,967.135.100,,,1d60369c-a3b6-4a8a-a8ee-d1138d01022c,08,02,02003,True,2026-01-27T12:11:36.805776,transform_notarios.py
d62f8baf-9aaa-4e48-9564-9457d3a84eb7,020030013,"Plaza San José, número 8 Planta 1",02002,967.193.729,967.090.488,,1d60369c-a3b6-4a8a-a8ee-d1138d01022c,08,02,02003,True,2026-01-27T12:11:36.805776,transform_notarios.py
f224ed8d-5db5-428f-ab50-9a2af8f640af,020030014,"Calle Marqués de Molins, número 13 Bajo",02001,967.193.109,967.193.295,,1d60369c-a3b6-4a8a-a8ee-d1138d01022c,08,02,02003,True,2026-01-27T12:11:36.805776,transform_notarios.py
7b5bad81-b597-49e7-a290-d54e68041313,020096010,"Rambla de la Mancha, número 19",02640,967.340.431,967.340.431,,3da0aebf-a5ae-4d89-9d68-af9dbc1811d2,08,02,02009,True,2026-01-27T12:11:36.805776,transform_notarios.py
1f6d6c5e-49ec-444a-ad7b-7f05a302d7e8,020096001,"Calle Mendizábal, número 7",02640,967.341.958,967.310.705,,3da0aebf-a5ae-4d89-9d68-af9dbc1811d2,08,02,02009,True,2026-01-27T12:11:36.805776,transform_notarios.py
efa103b8-ed25-4cfe-a865-09c20ad97e4c,020156006,"Calle San Roque, número 3",02639,967.365.118,967.365.060,,a66028b8-1f99-4cee-859e-29ddac626a41,08,02,02015,True,2026-01-27T12:11:36.805776,transform_notarios.py
a87210cb-ad3d-4ca5-b2c2-e29c40984e4c,020241007,"Calle Doctor Fleming, número 8",02200,967.460.042,967.460.013,,b8f4db7e-7bf6-42c8-b313-f88b6d9f7943,08,02,02024,True,2026-01-27T12:11:36.805776,transform_notarios.py
1b045006-689c-4a47-b62c-2bfae5b4332e,020254011,"Calle Alcalde Luis Pascual, número 7 Bajo",02660,965.827.200,961.127.776,,b1bae166-48c5-4367-903e-92c812b866c5,08,02,02025,True,2026-01-27T12:11:36.805776,transform_notarios.py
177ac723-5ebb-4848-a98e-ba1a4edc436b,020371012,"Calle Gran Vía, número 35 Pl 3",02400,967.304.050,967.301.199,,19d157c0-d756-4c6b-9f89-82f5a882a765,08,02,02037,True,2026-01-27T12:11:36.805776,transform_notarios.py
bf95a0bc-dbce-41cb-9e6f-09c9f8bc3b21,020371001,"Calle Melchor de Macanaz, número 50 Bajo (Esquina c/ Doctor Tabera y Araoz)",02400,967.302.300,967.307.048,,19d157c0-d756-4c6b-9f89-82f5a882a765,08,02,02037,True,2026-01-27T12:11:36.805776,transform_notarios.py
3e8d106a-8f15-4340-91ef-89bb39612df8,020693001,"Calle Rey Don Pelayo, número 2 Bajo Puerta A",02630,967.440.467,967.442.921,,a713059b-1c93-4dbf-9852-d236d2c6c034,08,02,02069,True,2026-01-27T12:11:36.805776,transform_notarios.py
6b1edc9d-27f7-430a-a347-b59d50cb1565,020693015,"Avenida Ramón y Cajal, número 6",02630,967.094.546,967.094.547,,a713059b-1c93-4dbf-9852-d236d2c6c034,08,02,02069,True,2026-01-27T12:11:36.805776,transform_notarios.py
5ca42492-4c7f-4194-8048-2f97eda6e0a5,020735016,"Avenida Madrigueras, número 6",02100,967.480.048,967.544.247,,e36cbdfd-b1ec-41e9-9203-719382168ad8,08,02,02073,True,2026-01-27T12:11:36.805776,transform_notarios.py
e5347245-0817-4008-8591-07abc8cad507,020740013,"Plaza San Roque, número 3 Bajo",02500,967.325.207,967.328.683,,64f66cbc-aeca-4dab-af47-e9cb9d6e5187,08,02,02074,True,2026-01-27T12:11:36.805776,transform_notarios.py
b1ee5f7f-e557-4a59-a9a7-55839dd113cb,020812002,"Calle Carrasca, número 14 Bajo",02600,967.137.107,,,6c9625d7-25ae-460b-b917-a5e747038418,08,02,02081,True,2026-01-27T12:11:36.805776,transform_notarios.py
b3dca498-3f1c-41fc-94a9-f323b5077659,020812017,"Calle Estación, número 14 Bajo",02600,967.137.106,967.144.194,jamoro@notariado.org,6c9625d7-25ae-460b-b917-a5e747038418,08,02,02081,True,2026-01-27T12:11:36.805776,transform_notarios.py
99d465e0-595f-4236-b43a-59fd62e9d4b6,020864014,"Calle San Bartolomé, 9",02480,967.431.151,967.431.004,,4d5bfc9c-5373-4e57-8efd-4da43b4a2c88,08,02,02086,True,2026-01-27T12:11:36.805776,transform_notarios.py
8e6e3ed5-ca36-4fd4-acbd-6440f4b7f08c,030149005,"Calle París, número 1 Pl 1",03003,965.203.377,965.131.465,,dad27aa8-285e-47aa-b923-2a965e3c3df6,10,03,03014,True,2026-01-27T12:11:36.805776,transform_notarios.py
8a69381c-b39e-4030-b493-05fdd8e2934f,030149029,"Calle Arquitecto Morell, número 19 Pl 1 A",03003,965.133.276,965.228.748,,dad27aa8-285e-47aa-b923-2a965e3c3df6,10,03,03014,True,2026-01-27T12:11:36.805776,transform_notarios.py
ea41a4d1-25e8-4603-a317-9cd032d0eea1,030149046,"Avenida Alfonso X El Sabio, número 37 4",03001,965.141.431,965.141.353,,dad27aa8-285e-47aa-b923-2a965e3c3df6,10,03,03014,True,2026-01-27T12:11:36.805776,transform_notarios.py
c04fd81b-b965-4b66-8732-4cd9b6b28e43,030149009,"Calle Auso y Monzó, número 16 (Edificio Hispania)",03006,965.286.667,965.286.990,,dad27aa8-285e-47aa-b923-2a965e3c3df6,10,03,03014,True,2026-01-27T12:11:36.805776,transform_notarios.py
139af452-5621-40c5-ba1e-278a89533f50,030149008,"Rambla Méndez Núñez, número 34",03002,965.207.190,965.201.815,,dad27aa8-285e-47aa-b923-2a965e3c3df6,10,03,03014,True,2026-01-27T12:11:36.805776,transform_notarios.py
6d4cd60a-afce-4557-bf15-26d64f47a92c,030149050,"Calle Serrano, número 15",03003,965.985.454,965.985.455,,dad27aa8-285e-47aa-b923-2a965e3c3df6,10,03,03014,True,2026-01-27T12:11:36.805776,transform_notarios.py
b66ee6ee-cee5-4559-91d5-3f8628f0424b,030149011,"Calle General Lacy, número 5 Planta 2",03003,965.985.035,965.985.028,,dad27aa8-285e-47aa-b923-2a965e3c3df6,10,03,03014,True,2026-01-27T12:11:36.805776,transform_notarios.py
1c452cb3-b1b6-4f24-b6f6-39141cd3192d,030149048,"Avenida Maisonnave, número 38 Pl 1 B",03003,965.125.560,965.125.561,,dad27aa8-285e-47aa-b923-2a965e3c3df6,10,03,03014,True,2026-01-27T12:11:36.805776,transform_notarios.py
fc537d5c-3d1c-4a94-8ef7-6e41e47f6f23,030149007,"Avenida Doctor Gadea, número 27 Pl 1",03003,965.984.460,965.227.749,,dad27aa8-285e-47aa-b923-2a965e3c3df6,10,03,03014,True,2026-01-27T12:11:36.805776,transform_notarios.py
bd7637b6-f307-42cf-877e-42d518eda7c8,030149003,"Calle Bailén, número 29 Entresuelo Puerta Dch",03001,965.981.708,965.203.363,,dad27aa8-285e-47aa-b923-2a965e3c3df6,10,03,03014,True,2026-01-27T12:11:36.805776,transform_notarios.py
c3e24138-abad-4652-8f8e-6b63e7f1e01c,030149001,"Avenida Maissonnave, número 41 Planta 4 Puerta CDE",03003,965.134.166,965.820.279,,dad27aa8-285e-47aa-b923-2a965e3c3df6,10,03,03014,True,2026-01-27T12:11:36.805776,transform_notarios.py
598df740-03b5-4bad-8bb2-16dbb09c6471,030149045,"Calle París, número 1 Planta 1",03003,965.131.618,965.131.465,,dad27aa8-285e-47aa-b923-2a965e3c3df6,10,03,03014,True,2026-01-27T12:11:36.805776,transform_notarios.py
c9c73ce0-d504-4f31-ac5f-8848949a8288,030149041,"Calle Maisonnave, número 33 Entresuelo Puerta Dch (Edificio Abacoa)",03003,966.408.056,,,dad27aa8-285e-47aa-b923-2a965e3c3df6,10,03,03014,True,2026-01-27T12:11:36.805776,transform_notarios.py
712e7ce3-2353-4d6b-8bda-e65a080ea98d,030149012,"Calle París, número 1 Pl 1",03003,965.131.618,965.131.465,,dad27aa8-285e-47aa-b923-2a965e3c3df6,10,03,03014,True,2026-01-27T12:11:36.805776,transform_notarios.py
97bcb060-8681-48ea-a675-2fddbfb4b7f2,030149043,"Calle Pintor Lorenzo Casanova, número 38 Pl 1 AB",03003,965.923.522,965.926.794,,dad27aa8-285e-47aa-b923-2a965e3c3df6,10,03,03014,True,2026-01-27T12:11:36.805776,transform_notarios.py
d9678c06-28a5-45a4-8550-7e028d4837ad,030149004,"Plaza Luceros, número 17 Planta 4 Puerta 1",03004,965.270.799,965.270.890,,dad27aa8-285e-47aa-b923-2a965e3c3df6,10,03,03014,True,2026-01-27T12:11:36.805776,transform_notarios.py
0fa92c89-7d77-4024-8825-8e174f9f8fbc,030149002,"Calle General Lacy, número 5 Pl 2",03003,965.985.035,965.985.028,,dad27aa8-285e-47aa-b923-2a965e3c3df6,10,03,03014,True,2026-01-27T12:11:36.805776,transform_notarios.py
a3570dd2-db24-4fda-adfa-177e7de30a5f,030149030,"Avenida de Holanda, número 5 Local Puerta 13 (Playa de San Juan)",03540,965.924.024,,,dad27aa8-285e-47aa-b923-2a965e3c3df6,10,03,03014,True,2026-01-27T12:11:36.805776,transform_notarios.py
