id,codigo_notaria,direccion,codigo_postal,telefono,fax,email,municipio_id,codigo_ine_ccaa,codigo_ine_provincia,codigo_ine_municipio,activa,audit_creado_en,audit_creado_por
614b5cf7-d4e5-425b-8283-300bc71e8e67,150367011,"Calle Galiano, número 42 Bajo",15402,674.307.793,,aboyer@notariado.org,6a6fc94c-6de2-4ad7-8d8e-82226042b494,12,15,15036,True,2026-01-28T12:30:51.780141,transform_notarios.py
c6895214-c8b2-441c-b2b7-9d0a20978425,150367012,"Calle Dolores, número 23 Pl 1",15402,981.352.199,981.352.278,pgarciahuertos@notariado.org,6a6fc94c-6de2-4ad7-8d8e-82226042b494,12,15,15036,True,2026-01-28T12:30:51.780141,transform_notarios.py
0ba4826e-2c36-42a1-9120-49475c870493,150367024,"Plaza España, número 32",15402,981.372.520,981.372.518,,6a6fc94c-6de2-4ad7-8d8e-82226042b494,12,15,15036,True,2026-01-28T12:30:51.780141,transform_notarios.py
b379c653-1287-4031-b488-d9ddc58de0ce,150465043,"Ronda de La Coruña, número 50 Pl 1",15800,981.505.280,981.505.280,,20bbf5b0-e0cd-4d0e-aca8-7c983a4ba751,12,15,15046,True,2026-01-28T12:30:51.780141,transform_notarios.py
a1d7833a-dabb-44bc-ad05-c0a8f80651c2,150510027,"Avenida de Galicia, número 49 Pl 2 B",15620,981.472.181,981.472.228,,eec4f01a-d9c2-4871-b5c6-21dec2041db0,12,15,15051,True,2026-01-28T12:30:51.780141,transform_notarios.py
ad5f5538-3be6-4125-a0a8-b24fcf37d564,150531033,"Calle Axesta, número 57",15250,981.826.087,981.826.087,,6ee1c258-33eb-4a62-9e6f-3abf82abb85d,12,15,15053,True,2026-01-28T12:30:51.780141,transform_notarios.py
a095e9b1-d4ab-4640-b275-29d9ab25298d,150525012,"Calle López Abente, número 1 Pl 1 A",15124,981.742.352,981.742.352,,d686ace7-709d-4c01-b8e2-600106d2d49e,12,15,15052,True,2026-01-28T12:30:51.781146,transform_notarios.py
7a44723d-a596-4d6c-acdd-3a044188b1b1,150546032,"Calle San Andrés, número 24 Pl 1",15578,981.391.647,981.391.648,notarianaron@notin.net,f6f3688a-faab-4ffb-a0be-b6abafaa6050,12,15,15054,True,2026-01-28T12:30:51.781146,transform_notarios.py
b713e84f-bd9b-42f7-9ef4-5d474e3a4f51,150546013,"Carretera Carretera de Castilla, número 168 Pl 1",15578,981.397.406,981.397.407,,f6f3688a-faab-4ffb-a0be-b6abafaa6050,12,15,15054,True,2026-01-28T12:30:51.781146,transform_notarios.py
ac698f34-9e41-469b-8eab-941a4c52975d,150562044,"Rua da Cachurra, número 37 Pl 1 B",15830,981.818.323,981.881.646,,eace0ef9-f408-4b19-b86b-08bc895e1541,12,15,15056,True,2026-01-28T12:30:51.781146,transform_notarios.py
741ac998-e55d-47c9-9948-9539e6ca3bf7,150578011,"Rua de Galicia, número 10",15200,881.250.007,981.820.485,,5d79046c-0c5d-4417-8047-97f66dae35ba,12,15,15057,True,2026-01-28T12:30:51.781146,transform_notarios.py
0176b9c4-5d06-4ce7-b604-20e4fd1f88d2,150584024,"Rua do Inglés, número 5 (Perillo)",15173,981.611.506,981.631.068,,90536b02-20cb-4188-b9d5-4d6ffe9547e8,12,15,15058,True,2026-01-28T12:30:51.781146,transform_notarios.py
15ca8dde-3211-4c86-a569-2ad54759ec90,150584025,"Avenida Ernesto Che Guevara, número 13 Bajo",15172,981.613.983,981.613.985,andres-sexto@notariado.org,90536b02-20cb-4188-b9d5-4d6ffe9547e8,12,15,15058,True,2026-01-28T12:30:51.781146,transform_notarios.py
b7488ed0-57d6-426c-92e5-6d3d93ee043b,150597011,"Avenida Alfonso Senra, número 106 Planta 2",15680,981.688.413,981.688.315,,a78b7aff-b5a6-42ff-ae1b-60afa02ce4d8,12,15,15059,True,2026-01-28T12:30:51.781146,transform_notarios.py
2f4bb5a9-7a84-476c-bf5a-1cb7b053a686,150597045,"Avenida Alfonso Senra, número 106 Pl 1",15680,981.688.336,981.681.655,,a78b7aff-b5a6-42ff-ae1b-60afa02ce4d8,12,15,15059,True,2026-01-28T12:30:51.782143,transform_notarios.py
7378585c-0369-47d5-a31e-1ccc8c75b9a3,150618029,"Avenida Escola de Gaitas de Ortigueira, número 141 Local Izq",15330,981.402.411,981.402.406,,b6da7873-427a-4853-983a-5ed59871ed30,12,15,15061,True,2026-01-28T12:30:51.782143,transform_notarios.py
fad5fd39-04ee-495b-91b7-dd7610ba72bc,150623038,"Avenida de Compostela, número 18 Bajo",15230,881.055.709,981.851.105,,7b812743-6028-43c4-8339-b19054926de1,12,15,15062,True,2026-01-28T12:30:51.782143,transform_notarios.py
e5b2f04b-c008-4a1f-bd53-0045ee3ce780,150657047,"Avenida Compostela, número 39",15900,981.810.155,981.812.076,,14a58acc-d3a1-438e-bbed-44f5240c7518,12,15,15065,True,2026-01-28T12:30:51.782143,transform_notarios.py
6c18ca15-1aea-4ad8-b02e-da263addca30,150676034,"Avenida Díaz de Rábago, número 13 Pl 1",15940,981.830.334,981.843.355,,4e0a6485-5f79-44e1-afe3-b6ecf71a5aee,12,15,15067,True,2026-01-28T12:30:51.782650,transform_notarios.py
6549b52a-9657-40cf-997d-7ddc42b7c598,150695004,"Calle Plaza del Conde, número 1 Pl 1",15600,981.495.937,981.433.805,,4b397d7a-34fd-44bc-a3fe-278911669119,12,15,15069,True,2026-01-28T12:30:51.782650,transform_notarios.py
dcbe0aa6-7e74-4a8b-9a3d-c22e06996b16,150709030,"Avenida de Galicia, número 43 Bajo",15320,981.450.728,981.440.042,sbotas@notariado.org,554419cd-f760-4d78-acd4-cb84ed4e7fe3,12,15,15070,True,2026-01-28T12:30:51.782650,transform_notarios.py
1c62128e-05be-4100-85e1-722daa023b6c,150716035,"Rua Gudela, número 1 Planta 2",15970,981.767.504,981.853.384,,99ac2b68-6d7f-4131-8d54-540d850bdeb6,12,15,15071,True,2026-01-28T12:30:51.782650,transform_notarios.py
93f85ec6-e86c-4abb-b5ff-6de2970705e5,150721048,"Calle Rinlo, número 66 Bajo",15920,981.860.181,981.866.216,clrodriguez@correonotarial.org,c27fb93f-c77c-4fca-8522-731242ef6132,12,15,15072,True,2026-01-28T12:30:51.782650,transform_notarios.py
9f193003-9dbc-4293-b047-469a6e45e83f,150737012,"Rua Rosalía de Castro, número 10 Entresuelo",15960,881.863.226,881.862.838,notaria@diazquinteiro.com,98f9f933-0b64-4200-8c80-1b2c8e45dd7b,12,15,15073,True,2026-01-28T12:30:51.782650,transform_notarios.py
7f95ade2-8519-4855-bea7-95641afc6eca,150737036,"Rua da Feira, número 12 Entresuelo",15960,981.871.068,981.872.352,,98f9f933-0b64-4200-8c80-1b2c8e45dd7b,12,15,15073,True,2026-01-28T12:30:51.782650,transform_notarios.py
cb211b12-de3c-42f7-8788-463ef873f044,150768031,"Calle O Casal, número 19 Bajo",15560,981.490.626,981.490.626,,14d6f737-6334-47b9-87f2-f9d027503afb,12,15,15076,True,2026-01-28T12:30:51.782650,transform_notarios.py
6bd3a055-0cf5-4b79-b2d5-137e8688e71a,150774049,"Calle Lugo, número 21 Pl 1 A",15840,981.880.285,981.881.402,,c487b0ae-12ac-4052-b617-250c01797e03,12,15,15077,True,2026-01-28T12:30:51.783659,transform_notarios.py
db918dfd-5075-4183-b04f-83a5ae028054,150780038,"Calle Montero Ríos, número 17 Local",15706,981.595.356,981.571.914,,bd24f272-314d-4c94-8285-8b068795fc40,12,15,15078,True,2026-01-28T12:30:51.783659,transform_notarios.py
70518d4b-0a85-43df-be35-ef565c16f067,150780039,"Calle Senra, número 1 Pl 1 Izq",15702,981.552.153,981.935.003,,bd24f272-314d-4c94-8285-8b068795fc40,12,15,15078,True,2026-01-28T12:30:51.783659,transform_notarios.py
f7827848-6a19-4954-8b09-f54e19a679b4,150780037,"Calle República de El Salvador, número 3 Pl 4 B",15701,981.558.018,981.572.299,,bd24f272-314d-4c94-8285-8b068795fc40,12,15,15078,True,2026-01-28T12:30:51.783659,transform_notarios.py
77a94a19-7408-420e-8a34-0bfd496a61f6,150780013,"Calle Letonia, número 2 Pl 2 (Edificio Quercus IP)",15707,981.553.433,981.592.024,,bd24f272-314d-4c94-8285-8b068795fc40,12,15,15078,True,2026-01-28T12:30:51.783659,transform_notarios.py
32d2a316-841a-40e5-8003-38a7fbef58d0,150780014,"Calle Senra, número 13 Pl 1",15702,981.582.700,881.091.203,,bd24f272-314d-4c94-8285-8b068795fc40,12,15,15078,True,2026-01-28T12:30:51.783659,transform_notarios.py
5451b5ed-e73c-48c2-87ea-8187abb43221,150780041,"Calle Letonia, número 2 Pl 2 (Edificio Quercus IP-Polígono Costa Vella)",15707,981.553.433,981.592.024,,bd24f272-314d-4c94-8285-8b068795fc40,12,15,15078,True,2026-01-28T12:30:51.783659,transform_notarios.py
72281fb9-3f06-43f7-80de-0adebf3d70fa,150780012,"Calle Montero Ríos, número 17 Local",15706,981.595.356,981.571.914,,bd24f272-314d-4c94-8285-8b068795fc40,12,15,15078,True,2026-01-28T12:30:51.783659,transform_notarios.py
0d162ebd-b344-4fa9-8446-b0b32d48423d,150829001,"Travesia Cacheiras, número 24 Pl 1",15883,981.800.183,981.806.894,clapido@notariado.org,88f184d1-1f0b-4030-ad7a-c697f79849aa,12,15,15082,True,2026-01-28T12:30:51.784670,transform_notarios.py
887dc6b5-587b-4197-a2a6-12cd2a4df8b4,150927011,"Avenida de Fisterra, número 56 Bajo",15129,981.716.007,981.716.480,,72f0766f-bae8-496f-a884-531180eb561c,12,15,15092,True,2026-01-28T12:30:51.784670,transform_notarios.py
9c83b269-6714-4420-a1eb-15efcf69a23b,020030012,"Calle Tesifonte Gallego, número 16 Pl 1",02002,967.240.900,967.501.100,,75ddcb83-f4a9-4b4b-81dc-fcc7750c3c7c,08,02,02003,True,2026-01-28T12:30:51.784670,transform_notarios.py
58ad18d2-9e55-4ccd-817e-679491e2d70c,020030004,"Calle Marqués de Molins, número 14 Pl 3",02001,967.192.597,967.215.771,,75ddcb83-f4a9-4b4b-81dc-fcc7750c3c7c,08,02,02003,True,2026-01-28T12:30:51.784670,transform_notarios.py
eb8eabb5-274f-4d8b-be08-715867dfdfec,020030005,"Calle Martínez Villena, número 12 Bajo",02001,967.690.142,967.692.401,mgnavarro@correonotarial.org,75ddcb83-f4a9-4b4b-81dc-fcc7750c3c7c,08,02,02003,True,2026-01-28T12:30:51.784670,transform_notarios.py
2ade26f8-1111-4358-9757-d68a9e2a59a4,020030015,"Calle Marqués de Molins, número 13 Bajo",02001,967.193.109,967.193.295,jimenezcandela@notariado.org,75ddcb83-f4a9-4b4b-81dc-fcc7750c3c7c,08,02,02003,True,2026-01-28T12:30:51.784670,transform_notarios.py
36010152-9e5b-4788-a7b5-3db5e6d5d608,020030009,"Calle Tinte, número 12 Entresuelo Puerta DCH",02001,967.135.100,,,75ddcb83-f4a9-4b4b-81dc-fcc7750c3c7c,08,02,02003,True,2026-01-28T12:30:51.784670,transform_notarios.py
e038f418-9fc5-488c-8014-1f8f9edffe67,020030013,"Plaza San José, número 8 Planta 1",02002,967.193.729,967.090.488,,75ddcb83-f4a9-4b4b-81dc-fcc7750c3c7c,08,02,02003,True,2026-01-28T12:30:51.785577,transform_notarios.py
02b673cf-7219-430a-9a7e-5943f48ad496,020030014,"Calle Marqués de Molins, número 13 Bajo",02001,967.193.109,967.193.295,,75ddcb83-f4a9-4b4b-81dc-fcc7750c3c7c,08,02,02003,True,2026-01-28T12:30:51.785577,transform_notarios.py
0b80fd3f-5c96-4e30-b577-86dcdb3e653b,020096010,"Rambla de la Mancha, número 19",02640,967.340.431,967.340.431,,bff2628d-e407-4059-b13a-f66b69581359,08,02,02009,True,2026-01-28T12:30:51.785577,transform_notarios.py
d57355c3-a710-4d38-a661-da8e50fbcb09,020096001,"Calle Mendizábal, número 7",02640,967.341.958,967.310.705,,bff2628d-e407-4059-b13a-f66b69581359,08,02,02009,True,2026-01-28T12:30:51.785577,transform_notarios.py
7a6252e5-536d-4066-a980-51d4d0666fea,020156006,"Calle San Roque, número 3",02639,967.365.118,967.365.060,,baa1d2f3-f098-4a9a-895b-9d282c2e4587,08,02,02015,True,2026-01-28T12:30:51.785577,transform_notarios.py
7243985e-6f90-4110-bfe0-472bd1178ada,020241007,"Calle Doctor Fleming, número 8",02200,967.460.042,967.460.013,,8f5903c5-280b-4344-9796-17e1a2a8b8fc,08,02,02024,True,2026-01-28T12:30:51.785577,transform_notarios.py
abcb9db3-bdeb-4582-89b7-dd72f8ca61aa,020254011,"Calle Alcalde Luis Pascual, número 7 Bajo",02660,965.827.200,961.127.776,,f2d69cd0-bd74-4030-9ca9-0bc4fe993b72,08,02,02025,True,2026-01-28T12:30:51.785577,transform_notarios.py
1a6cfdaa-ae61-43ec-a8ed-4e4b685a9cbf,020371012,"Calle Gran Vía, número 35 Pl 3",02400,967.304.050,967.301.199,,e3ddaa5a-6397-47a7-afe4-c1704fb0bb42,08,02,02037,True,2026-01-28T12:30:51.785577,transform_notarios.py
51fab3e9-3982-4236-9cee-d186cc2c7f63,020371001,"Calle Melchor de Macanaz, número 50 Bajo (Esquina c/ Doctor Tabera y Araoz)",02400,967.302.300,967.307.048,,e3ddaa5a-6397-47a7-afe4-c1704fb0bb42,08,02,02037,True,2026-01-28T12:30:51.785577,transform_notarios.py
fd70c046-38b3-449d-a2f1-759933c011f0,020693001,"Calle Rey Don Pelayo, número 2 Bajo Puerta A",02630,967.440.467,967.442.921,,97993835-d551-4758-a344-a6e52d25b7b5,08,02,02069,True,2026-01-28T12:30:51.785577,transform_notarios.py
c2b8e08c-3271-43e0-855d-e9d5fe8c6e1c,020693015,"Avenida Ramón y Cajal, número 6",02630,967.094.546,967.094.547,,97993835-d551-4758-a344-a6e52d25b7b5,08,02,02069,True,2026-01-28T12:30:51.785577,transform_notarios.py
6a214b18-c08b-4bc8-a184-96815bf2d405,020735016,"Avenida Madrigueras, número 6",02100,967.480.048,967.544.247,,69d78494-98bc-4750-b7db-0d2844437b8f,08,02,02073,True,2026-01-28T12:30:51.785577,transform_notarios.py
4e712050-eb4d-413c-891e-8b83ff5eab82,020740013,"Plaza San Roque, número 3 Bajo",02500,967.325.207,967.328.683,,fd37040c-a7b6-4fff-8348-2633df723d6b,08,02,02074,True,2026-01-28T12:30:51.785577,transform_notarios.py
0069dd23-c679-4e6f-a9ff-3791081e2a43,020812002,"Calle Carrasca, número 14 Bajo",02600,967.137.107,,,f0efb7f7-2387-4dac-ab0e-c6f29d6c84fe,08,02,02081,True,2026-01-28T12:30:51.785577,transform_notarios.py
384c856c-c5ad-4955-9ae1-c4b4e19083b5,020812017,"Calle Estación, número 14 Bajo",02600,967.137.106,967.144.194,jamoro@notariado.org,f0efb7f7-2387-4dac-ab0e-c6f29d6c84fe,08,02,02081,True,2026-01-28T12:30:51.785577,transform_notarios.py
6e3df11c-ec24-4c13-a39d-10f21e1f2c14,020864014,"Calle San Bartolomé, 9",02480,967.431.151,967.431.004,,a880fa73-dfae-4653-b816-f37b3677ac17,08,02,02086,True,2026-01-28T12:30:51.785577,transform_notarios.py
f5c74955-4017-43ce-9992-eb4b46a84bbd,030149005,"Calle París, número 1 Pl 1",03003,965.203.377,965.131.465,,7629e766-79ee-47bd-aad3-48e5a4f49bbf,10,03,03014,True,2026-01-28T12:30:51.785577,transform_notarios.py
c237b09d-734e-418a-b87a-ac5b83cd8e9e,030149029,"Calle Arquitecto Morell, número 19 Pl 1 A",03003,965.133.276,965.228.748,,7629e766-79ee-47bd-aad3-48e5a4f49bbf,10,03,03014,True,2026-01-28T12:30:51.785577,transform_notarios.py
4b3e4f27-929d-40b6-8d0c-d63b99d0c7d6,030149046,"Avenida Alfonso X El Sabio, número 37 4",03001,965.141.431,965.141.353,,7629e766-79ee-47bd-aad3-48e5a4f49bbf,10,03,03014,True,2026-01-28T12:30:51.785577,transform_notarios.py
2c103c47-49d8-4a88-8bd6-67b5c47863d9,030149009,"Calle Auso y Monzó, número 16 (Edificio Hispania)",03006,965.286.667,965.286.990,,7629e766-79ee-47bd-aad3-48e5a4f49bbf,10,03,03014,True,2026-01-28T12:30:51.785577,transform_notarios.py
5ad94ca9-aee6-4ec5-ad09-2196ff99652f,030149008,"Rambla Méndez Núñez, número 34",03002,965.207.190,965.201.815,,7629e766-79ee-47bd-aad3-48e5a4f49bbf,10,03,03014,True,2026-01-28T12:30:51.785577,transform_notarios.py
6e4a5c3f-b217-4c2d-bcfb-0adf672b35c0,030149050,"Calle Serrano, número 15",03003,965.985.454,965.985.455,,7629e766-79ee-47bd-aad3-48e5a4f49bbf,10,03,03014,True,2026-01-28T12:30:51.785577,transform_notarios.py
3db4b5c8-9d03-4454-9233-85d0401e0cde,030149011,"Calle General Lacy, número 5 Planta 2",03003,965.985.035,965.985.028,,7629e766-79ee-47bd-aad3-48e5a4f49bbf,10,03,03014,True,2026-01-28T12:30:51.785577,transform_notarios.py
5cac4121-3412-44f7-8644-ce8ec9a9b1b5,030149048,"Avenida Maisonnave, número 38 Pl 1 B",03003,965.125.560,965.125.561,,7629e766-79ee-47bd-aad3-48e5a4f49bbf,10,03,03014,True,2026-01-28T12:30:51.785577,transform_notarios.py
758b4b27-2ad1-4bbc-bcce-a81c4fd3059e,030149007,"Avenida Doctor Gadea, número 27 Pl 1",03003,965.984.460,965.227.749,,7629e766-79ee-47bd-aad3-48e5a4f49bbf,10,03,03014,True,2026-01-28T12:30:51.785577,transform_notarios.py
acf8676d-2171-430f-9794-6c04ae808930,030149003,"Calle Bailén, número 29 Entresuelo Puerta Dch",03001,965.981.708,965.203.363,,7629e766-79ee-47bd-aad3-48e5a4f49bbf,10,03,03014,True,2026-01-28T12:30:51.785577,transform_notarios.py
71ac118a-5be9-45bc-86bd-f543e78306fb,030149001,"Avenida Maissonnave, número 41 Planta 4 Puerta CDE",03003,965.134.166,965.820.279,,7629e766-79ee-47bd-aad3-48e5a4f49bbf,10,03,03014,True,2026-01-28T12:30:51.785577,transform_notarios.py
b8a634b3-f2dd-4ef4-a31c-e5eb44fe9423,030149045,"Calle París, número 1 Planta 1",03003,965.131.618,965.131.465,,7629e766-79ee-47bd-aad3-48e5a4f49bbf,10,03,03014,True,2026-01-28T12:30:51.785577,transform_notarios.py
6068f22b-d7d0-4b21-93bb-1ce1c60c3fc9,030149041,"Calle Maisonnave, número 33 Entresuelo Puerta Dch (Edificio Abacoa)",03003,966.408.056,,,7629e766-79ee-47bd-aad3-48e5a4f49bbf,10,03,03014,True,2026-01-28T12:30:51.785577,transform_notarios.py
7a84c7b6-d581-4af4-b7aa-fc8703fde937,030149012,"Calle París, número 1 Pl 1",03003,965.131.618,965.131.465,,7629e766-79ee-47bd-aad3-48e5a4f49bbf,10,03,03014,True,2026-01-28T12:30:51.785577,transform_notarios.py
f761b39d-8194-49b9-b3d0-5638a0c80849,030149043,"Calle Pintor Lorenzo Casanova, número 38 Pl 1 AB",03003,965.923.522,965.926.794,,7629e766-79ee-47bd-aad3-48e5a4f49bbf,10,03,03014,True,2026-01-28T12:30:51.785577,transform_notarios.py
b518c85d-eef1-4808-8670-bf078d1134f4,030149004,"Plaza Luceros, número 17 Planta 4 Puerta 1",03004,965.270.799,965.270.890,,7629e766-79ee-47bd-aad3-48e5a4f49bbf,10,03,03014,True,2026-01-28T12:30:51.785577,transform_notarios.py
a4fbec81-48d6-4227-bc4e-12ecc783f2bc,030149002,"Calle General Lacy, número 5 Pl 2",03003,965.985.035,965.985.028,,7629e766-79ee-47bd-aad3-48e5a4f49bbf,10,03,03014,True,2026-01-28T12:30:51.785577,transform_notarios.py
62165150-bf2f-4b2f-9280-f3188c45743e,030149030,"Avenida de Holanda, número 5 Local Puerta 13 (Playa de San Juan)",03540,965.924.024,,,7629e766-79ee-47bd-aad3-48e5a4f49bbf,10,03,03014,True,2026-01-28T12:30:51.785577,transform_notarios.py
